metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,103.24,100.57,81.06,64.96,362.0,590.1,292.95,392.35,613.4,992.7,1423.0
EPS in Rs,8.81,16.97,3.6,3.16,1.76,4.77,18.33,15.4,14.67,2.98,6.64,16.46,
Equity Capital (Rs Cr),16.0,16.0,106.0,106.0,106.0,107.0,107.0,107.0,108.0,108.0,108.0,108.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,80000000.0,80000000.0,530000000.0,530000000.0,530000000.0,535000000.0,535000000.0,535000000.0,540000000.0,540000000.0,540000000.0,540000000.0,
Market Cap (Rs Cr),,,5471.72,5330.21,4296.18,3475.36,19367.0,31570.35,15819.3,21186.9,33123.6,53605.8,76805.0
P/E ratio,,,28.68,31.83,46.06,13.62,19.75,38.32,19.97,131.66,92.38,60.31,86.4
