metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),63.6,50.35,66.1,62.9,48.5,21.3,119.6,113.75,98.35,278.05,220.79,453.5,541.0
EPS in Rs,,,,,1.57,-6.16,1.19,3.87,3.06,3.05,4.81,9.5,
Equity Capital (Rs Cr),,,,,463.0,463.0,463.0,484.0,484.0,484.0,484.0,484.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,,,,,926000000.0,926000000.0,926000000.0,968000000.0,968000000.0,968000000.0,968000000.0,968000000.0,
Market Cap (Rs Cr),,,,,4491.1,1972.38,11074.96,11011.0,9520.28,26915.24,21372.47,43898.8,52330.0
P/E ratio,,,,,30.89,-3.46,100.5,29.39,32.14,91.16,45.9,47.74,53.0
