metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),666.1,675.5,934.95,1015.05,826.85,935.55,2897.25,2431.3,2923.7,4076.15,4932.65,5080.0,4870.0
EPS in Rs,20.54,8.27,25.42,41.41,34.99,64.25,91.85,88.93,54.82,102.35,111.45,128.45,
Equity Capital (Rs Cr),70.0,70.0,70.0,70.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,70000000.0,70000000.0,70000000.0,70000000.0,77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,
Market Cap (Rs Cr),4662.7,4728.5,6544.65,7105.35,6366.74,7203.73,22308.83,18721.01,22512.49,31386.35,37981.4,39116.0,37630.0
P/E ratio,32.43,81.68,36.78,24.51,23.63,14.56,31.54,27.34,53.33,39.83,44.26,39.55,36.7
