metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,1072.4,1595.5,1960.0
EPS in Rs,,,,,10.79,4.62,23.15,36.62,29.42,27.5,35.96,48.76,
Equity Capital (Rs Cr),,,,,181.0,181.0,181.0,181.0,181.0,181.0,189.0,190.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,181000000.0,181000000.0,181000000.0,181000000.0,181000000.0,181000000.0,189000000.0,190000000.0,
Market Cap (Rs Cr),,,,,,,,,,,20268.36,30314.5,37179.0
P/E ratio,,,,,,,,,,,29.82,32.72,39.3
