metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,563.1,465.15,1135.85,1195.8,677.0
EPS in Rs,18.46,16.25,12.91,10.03,20.66,9.19,0.51,12.49,5.05,15.58,27.71,34.32
Equity Capital (Rs Cr),108.0,108.0,113.0,396.0,396.0,396.0,396.0,482.0,482.0,994.0,998.0,999.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,108000000.0,108000000.0,113000000.0,396000000.0,396000000.0,396000000.0,396000000.0,482000000.0,482000000.0,994000000.0,998000000.0,999000000.0
Market Cap (Rs Cr),,,,,,,,27141.42,22420.23,112903.49,119340.84,67632.3
P/E ratio,,,,,,,,45.08,92.11,72.9,43.15,19.73
