metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),32.99,25.11,34.1,30.37,25.92,20.5,34.68,41.65,37.18,67.25,68.89,76.27
EPS in Rs,5.34,2.14,2.68,4.01,5.03,3.89,7.14,10.72,6.37,6.34,7.43,8.47
Equity Capital (Rs Cr),396.0,396.0,316.0,316.0,306.0,306.0,293.0,293.0,293.0,293.0,879.0,879.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,3960000000.0,3960000000.0,3160000000.0,3160000000.0,3060000000.0,3060000000.0,2930000000.0,2930000000.0,2930000000.0,2930000000.0,8790000000.0,8790000000.0
Market Cap (Rs Cr),13064.04,9943.56,10775.6,9596.92,7931.52,6273.0,10161.24,12203.45,10893.74,19704.25,60554.31,67041.33
P/E ratio,6.18,11.73,12.72,7.57,5.15,5.27,4.86,3.89,5.84,10.61,9.27,9.0
