metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),207.05,178.75,368.95,407.45,609.95,613.15,1205.9,1330.95,979.95,1480.45,2382.9,3160.1,3120.0
EPS in Rs,16.86,20.41,30.03,45.74,51.86,78.25,94.83,100.08,89.98,107.71,132.84,263.79,
Equity Capital (Rs Cr),398.0,399.0,399.0,400.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,398000000.0,399000000.0,399000000.0,400000000.0,401000000.0,401000000.0,401000000.0,401000000.0,401000000.0,401000000.0,401000000.0,401000000.0,
Market Cap (Rs Cr),8240.59,7132.12,14721.1,16298.0,24459.0,24587.31,48356.59,53371.1,39296.0,59366.04,95554.29,126720.01,125242.0
P/E ratio,12.28,8.76,12.29,8.91,11.76,7.84,12.72,13.3,10.89,13.74,17.94,11.98,11.0
