metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),786.15,795.05,852.1,526.3,650.3,205.85,464.7,442.0,464.7,958.45,1541.05,2131.7,2203.0
EPS in Rs,7.72,26.33,39.29,28.49,32.78,27.5,34.38,33.37,10.53,-53.22,37.11,48.26,
Equity Capital (Rs Cr),27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,270000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,
Market Cap (Rs Cr),21226.05,22261.4,23858.8,14736.4,18208.4,5763.8,13011.6,12376.0,13011.6,26836.6,43149.4,59687.6,62169.0
P/E ratio,101.83,30.2,21.69,18.47,19.84,7.49,13.52,13.25,44.13,-18.01,41.53,44.17,21.1
