metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),593.9,605.35,643.45,738.9,655.95,284.95,795.25,806.55,1158.7,1921.35,2665.8,2954.7,3398.0
EPS in Rs,25.26,25.35,29.77,60.41,42.76,1.02,14.58,52.91,82.68,90.62,103.97,137.5,
Equity Capital (Rs Cr),296.0,270.0,311.0,543.0,544.0,554.0,555.0,556.0,557.0,557.0,558.0,559.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,592000000.0,540000000.0,622000000.0,1086000000.0,1088000000.0,1108000000.0,1110000000.0,1112000000.0,1114000000.0,1114000000.0,1116000000.0,1118000000.0,
Market Cap (Rs Cr),35158.88,32688.9,40022.59,80244.54,71367.36,31572.46,88272.75,89688.36,129079.18,214038.39,297503.28,330335.46,422613.0
P/E ratio,23.51,23.88,21.61,12.23,15.34,279.36,54.54,15.24,14.01,21.2,25.64,21.49,22.0
