nse_symbol,status
NCC,ok:FV=2.0:yrs=12:current_mcap=9456.0:current_pe=13.5
NHPC,ok:FV=10.0:yrs=12:current_mcap=72625.0:current_pe=19.3
NLCINDIA,ok:FV=10.0:yrs=12:current_mcap=48443.0:current_pe=13.8
NMDC,ok:FV=1.0:yrs=12:current_mcap=83587.0:current_pe=11.2
NSLNISP,ok:FV=None:yrs=4:current_mcap=None:current_pe=None
NTPCGREEN,ok:FV=10.0:yrs=2:current_mcap=85401.0:current_pe=163.0
NTPC,ok:FV=10.0:yrs=12:current_mcap=356491.0:current_pe=13.2
NH,ok:FV=10.0:yrs=11:current_mcap=39534.0:current_pe=46.4
NATIONALUM,ok:FV=5.0:yrs=12:current_mcap=79765.0:current_pe=13.8
NAVA,ok:FV=1.0:yrs=12:current_mcap=17020.0:current_pe=21.6
NAVINFLUOR,ok:FV=2.0:yrs=12:current_mcap=36199.0:current_pe=54.1
NESTLEIND,ok:FV=1.0:yrs=12:current_mcap=269849.0:current_pe=79.2
NETWEB,ok:FV=None:yrs=3:current_mcap=None:current_pe=None
NEULANDLAB,ok:FV=10.0:yrs=12:current_mcap=21717.0:current_pe=59.7
NEWGEN,ok:FV=10.0:yrs=9:current_mcap=7370.0:current_pe=22.2
NAM-INDIA,ok:FV=10.0:yrs=9:current_mcap=69620.0:current_pe=45.5
NIVABUPA,ok:FV=None:yrs=2:current_mcap=None:current_pe=None
NUVAMA,ok:FV=2.0:yrs=3:current_mcap=28671.0:current_pe=27.5
NUVOCO,ok:FV=10.0:yrs=5:current_mcap=12013.0:current_pe=30.8
OBEROIRLTY,ok:FV=10.0:yrs=12:current_mcap=60828.0:current_pe=24.1
ONGC,ok:FV=5.0:yrs=12:current_mcap=333567.0:current_pe=8.0
OIL,ok:FV=10.0:yrs=12:current_mcap=78736.0:current_pe=11.9
OLAELEC,ok:FV=10.0:yrs=2:current_mcap=17568.0:current_pe=None
OLECTRA,ok:FV=4.0:yrs=12:current_mcap=10555.0:current_pe=59.5
PAYTM,ok:FV=1.0:yrs=5:current_mcap=68549.0:current_pe=94.0
ONESOURCE,ok:FV=1.0:yrs=2:current_mcap=20984.0:current_pe=None
OFSS,ok:FV=5.0:yrs=12:current_mcap=90100.0:current_pe=34.1
POLICYBZR,ok:FV=2.0:yrs=5:current_mcap=76135.0:current_pe=114.0
PCBL,ok:FV=1.0:yrs=12:current_mcap=11450.0:current_pe=53.3
PGEL,ok:FV=1.0:yrs=12:current_mcap=13711.0:current_pe=69.8
PIIND,ok:FV=1.0:yrs=12:current_mcap=41567.0:current_pe=33.5
PNBHOUSING,ok:FV=10.0:yrs=10:current_mcap=25991.0:current_pe=11.3
PTCIL,ok:FV=10.0:yrs=3:current_mcap=29056.0:current_pe=286.0
PVRINOX,ok:FV=10.0:yrs=12:current_mcap=9690.0:current_pe=40.9
PAGEIND,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
PARADEEP,ok:FV=10.0:yrs=4:current_mcap=12918.0:current_pe=12.6
PATANJALI,ok:FV=2.0:yrs=12:current_mcap=49057.0:current_pe=24.4
PERSISTENT,ok:FV=5.0:yrs=12:current_mcap=86334.0:current_pe=44.7
PETRONET,ok:FV=10.0:yrs=12:current_mcap=40328.0:current_pe=10.3
PFIZER,ok:FV=10.0:yrs=12:current_mcap=20689.0:current_pe=135.0
PHOENIXLTD,ok:FV=2.0:yrs=12:current_mcap=61026.0:current_pe=49.2
PWL,ok:FV=1.0:yrs=1:current_mcap=27723.0:current_pe=None
PIDILITIND,ok:FV=1.0:yrs=12:current_mcap=148102.0:current_pe=60.2
PINELABS,ok:FV=1.0:yrs=1:current_mcap=16394.0:current_pe=143.0
PIRAMALFIN,ok:FV=2.0:yrs=1:current_mcap=43286.0:current_pe=166.0
PPLPHARMA,ok:FV=10.0:yrs=4:current_mcap=22194.0:current_pe=None
POLYMED,ok:FV=5.0:yrs=12:current_mcap=13378.0:current_pe=40.9
POLYCAB,ok:FV=10.0:yrs=7:current_mcap=143512.0:current_pe=53.7
POONAWALLA,ok:FV=2.0:yrs=12:current_mcap=35046.0:current_pe=64.7
PFC,ok:FV=10.0:yrs=12:current_mcap=136359.0:current_pe=5.26
POWERGRID,ok:FV=10.0:yrs=12:current_mcap=262325.0:current_pe=16.5
PREMIERENE,ok:FV=1.0:yrs=2:current_mcap=48770.0:current_pe=32.3
PRESTIGE,ok:FV=10.0:yrs=12:current_mcap=60127.0:current_pe=50.3
PNB,ok:FV=2.0:yrs=12:current_mcap=119607.0:current_pe=6.51
RRKABEL,ok:FV=5.0:yrs=3:current_mcap=22893.0:current_pe=45.2
RBLBANK,ok:FV=10.0:yrs=10:current_mcap=21320.0:current_pe=24.2
RECLTD,ok:FV=10.0:yrs=12:current_mcap=85580.0:current_pe=5.24
RHIM,ok:FV=1.0:yrs=12:current_mcap=7117.0:current_pe=64.6
RITES,ok:FV=10.0:yrs=8:current_mcap=9720.0:current_pe=23.7
RADICO,ok:FV=2.0:yrs=12:current_mcap=46742.0:current_pe=75.8
RVNL,ok:FV=10.0:yrs=7:current_mcap=50189.0:current_pe=57.4
RAILTEL,ok:FV=10.0:yrs=6:current_mcap=10135.0:current_pe=54.0
RAINBOW,ok:FV=10.0:yrs=4:current_mcap=13671.0:current_pe=48.9
RKFORGE,ok:FV=2.0:yrs=12:current_mcap=10346.0:current_pe=128.0
REDINGTON,ok:FV=2.0:yrs=12:current_mcap=18670.0:current_pe=11.7
RELIANCE,ok:FV=10.0:yrs=12:current_mcap=1778583.0:current_pe=22.8
RPOWER,ok:FV=10.0:yrs=12:current_mcap=11142.0:current_pe=None
SBFC,ok:FV=10.0:yrs=3:current_mcap=10218.0:current_pe=29.6
SBICARD,ok:FV=None:yrs=7:current_mcap=None:current_pe=None
SBILIFE,ok:FV=None:yrs=9:current_mcap=None:current_pe=None
SJVN,ok:FV=10.0:yrs=12:current_mcap=28326.0:current_pe=44.1
SRF,ok:FV=10.0:yrs=12:current_mcap=81388.0:current_pe=42.8
SAGILITY,ok:FV=10.0:yrs=2:current_mcap=19484.0:current_pe=20.5
SAILIFE,ok:FV=1.0:yrs=2:current_mcap=23954.0:current_pe=67.5
SAMMAANCAP,ok:FV=2.0:yrs=12:current_mcap=20739.0:current_pe=None
MOTHERSON,ok:FV=1.0:yrs=12:current_mcap=152891.0:current_pe=37.0
SAPPHIRE,ok:FV=2.0:yrs=5:current_mcap=5592.0:current_pe=None
SARDAEN,ok:FV=1.0:yrs=12:current_mcap=18319.0:current_pe=16.7
SAREGAMA,ok:FV=1.0:yrs=12:current_mcap=8848.0:current_pe=41.5
SCHAEFFLER,ok:FV=2.0:yrs=12:current_mcap=63639.0:current_pe=52.4
SCHNEIDER,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
SCI,ok:FV=10.0:yrs=12:current_mcap=14100.0:current_pe=10.4
SHREECEM,ok:FV=10.0:yrs=12:current_mcap=90177.0:current_pe=51.7
SHRIRAMFIN,ok:FV=2.0:yrs=12:current_mcap=214531.0:current_pe=21.4
SHYAMMETL,ok:FV=10.0:yrs=5:current_mcap=27536.0:current_pe=25.7
ENRIN,ok:FV=None:yrs=1:current_mcap=None:current_pe=None
SIEMENS,ok:FV=2.0:yrs=12:current_mcap=132899.0:current_pe=56.0
SIGNATURE,ok:FV=1.0:yrs=3:current_mcap=11578.0:current_pe=323.0
SOBHA,ok:FV=10.0:yrs=12:current_mcap=14804.0:current_pe=76.5
SOLARINDS,ok:FV=2.0:yrs=12:current_mcap=166385.0:current_pe=99.2
SONACOMS,ok:FV=10.0:yrs=5:current_mcap=38117.0:current_pe=56.2
SONATSOFTW,ok:FV=1.0:yrs=12:current_mcap=7803.0:current_pe=15.4
STARHEALTH,ok:FV=None:yrs=5:current_mcap=None:current_pe=None
SBIN,ok:FV=1.0:yrs=12:current_mcap=883140.0:current_pe=10.6
SAIL,ok:FV=10.0:yrs=12:current_mcap=84835.0:current_pe=22.1
SUMICHEM,ok:FV=10.0:yrs=7:current_mcap=24356.0:current_pe=43.9
SUNPHARMA,ok:FV=1.0:yrs=12:current_mcap=429588.0:current_pe=34.4
SUNTV,ok:FV=5.0:yrs=12:current_mcap=20412.0:current_pe=13.7
SUNDARMFIN,ok:FV=10.0:yrs=12:current_mcap=47232.0:current_pe=22.3
SUPREMEIND,ok:FV=2.0:yrs=12:current_mcap=45129.0:current_pe=47.3
SPLPETRO,ok:FV=2.0:yrs=12:current_mcap=13210.0:current_pe=39.2
SUZLON,ok:FV=2.0:yrs=12:current_mcap=74231.0:current_pe=23.5
SWANCORP,ok:FV=1.0:yrs=12:current_mcap=9882.0:current_pe=36.0
SWIGGY,ok:FV=1.0:yrs=2:current_mcap=70139.0:current_pe=None
SYNGENE,ok:FV=10.0:yrs=11:current_mcap=17760.0:current_pe=47.3
SYRMA,ok:FV=10.0:yrs=4:current_mcap=22504.0:current_pe=70.1
TARIL,ok:FV=1.0:yrs=12:current_mcap=9386.0:current_pe=35.5
TBOTEK,ok:FV=1.0:yrs=2:current_mcap=13310.0:current_pe=54.9
TVSMOTOR,ok:FV=1.0:yrs=12:current_mcap=160017.0:current_pe=52.5
TATACAP,ok:FV=10.0:yrs=1:current_mcap=127707.0:current_pe=26.2
TATACHEM,ok:FV=10.0:yrs=12:current_mcap=18810.0:current_pe=None
TATACOMM,ok:FV=10.0:yrs=12:current_mcap=54443.0:current_pe=49.5
TCS,ok:FV=1.0:yrs=12:current_mcap=885098.0:current_pe=16.9
TATACONSUM,ok:FV=1.0:yrs=12:current_mcap=114305.0:current_pe=74.4
TATAELXSI,ok:FV=10.0:yrs=12:current_mcap=28228.0:current_pe=277.0
TATAINVEST,ok:FV=1.0:yrs=12:current_mcap=33896.0:current_pe=78.2
TMCV,ok:FV=2.0:yrs=1:current_mcap=136449.0:current_pe=24.7
TMPV,ok:FV=2.0:yrs=12:current_mcap=143689.0:current_pe=22.6
TATAPOWER,ok:FV=1.0:yrs=12:current_mcap=132575.0:current_pe=34.9
TATASTEEL,ok:FV=1.0:yrs=12:current_mcap=262928.0:current_pe=22.9
TATATECH,ok:FV=2.0:yrs=3:current_mcap=29977.0:current_pe=48.9
TTML,ok:FV=10.0:yrs=12:current_mcap=8443.0:current_pe=None
TECHM,ok:FV=5.0:yrs=12:current_mcap=153935.0:current_pe=30.8
TECHNOE,ok:FV=2.0:yrs=12:current_mcap=12389.0:current_pe=27.6
TEGA,ok:FV=10.0:yrs=5:current_mcap=13708.0:current_pe=96.1
TEJASNET,ok:FV=10.0:yrs=9:current_mcap=9561.0:current_pe=None
TENNIND,ok:FV=10.0:yrs=1:current_mcap=23320.0:current_pe=37.4
NIACL,ok:FV=5.0:yrs=9:current_mcap=24594.0:current_pe=17.4
RAMCOCEM,ok:FV=1.0:yrs=12:current_mcap=20625.0:current_pe=79.5
THERMAX,ok:FV=2.0:yrs=12:current_mcap=59243.0:current_pe=87.5
TIMKEN,ok:FV=10.0:yrs=12:current_mcap=26551.0:current_pe=64.0
TITAGARH,ok:FV=2.0:yrs=12:current_mcap=11232.0:current_pe=70.3
TITAN,ok:FV=1.0:yrs=12:current_mcap=361985.0:current_pe=70.3
TORNTPHARM,ok:FV=5.0:yrs=12:current_mcap=146193.0:current_pe=66.4
TORNTPOWER,ok:FV=10.0:yrs=12:current_mcap=71731.0:current_pe=29.7
TRAVELFOOD,ok:FV=1.0:yrs=1:current_mcap=16262.0:current_pe=36.9
TRENT,ok:FV=1.0:yrs=12:current_mcap=149680.0:current_pe=86.7
TRIDENT,ok:FV=1.0:yrs=12:current_mcap=12383.0:current_pe=32.8
TRITURBINE,ok:FV=1.0:yrs=12:current_mcap=21927.0:current_pe=60.7
TIINDIA,ok:FV=1.0:yrs=9:current_mcap=60233.0:current_pe=91.5
UCOBANK,ok:FV=10.0:yrs=12:current_mcap=31136.0:current_pe=12.6
UPL,ok:FV=2.0:yrs=12:current_mcap=54221.0:current_pe=28.7
UTIAMC,ok:FV=10.0:yrs=6:current_mcap=11941.0:current_pe=25.4
ULTRACEMCO,ok:FV=10.0:yrs=12:current_mcap=328926.0:current_pe=39.8
UNIONBANK,ok:FV=10.0:yrs=12:current_mcap=124100.0:current_pe=6.39
UBL,ok:FV=1.0:yrs=12:current_mcap=34871.0:current_pe=93.2
UNITDSPR,ok:FV=2.0:yrs=12:current_mcap=92789.0:current_pe=50.8
UNOMINDA,ok:FV=2.0:yrs=12:current_mcap=62909.0:current_pe=51.7
URBANCO,ok:FV=1.0:yrs=1:current_mcap=18693.0:current_pe=None
USHAMART,ok:FV=1.0:yrs=12:current_mcap=14958.0:current_pe=29.7
VTL,ok:FV=2.0:yrs=12:current_mcap=17774.0:current_pe=23.8
VBL,ok:FV=2.0:yrs=10:current_mcap=181958.0:current_pe=57.2
VEDL,ok:FV=1.0:yrs=12:current_mcap=130392.0:current_pe=15.1
VIJAYA,ok:FV=1.0:yrs=5:current_mcap=13602.0:current_pe=78.6
VMM,ok:FV=10.0:yrs=2:current_mcap=55793.0:current_pe=66.5
IDEA,ok:FV=10.0:yrs=12:current_mcap=153524.0:current_pe=None
VOLTAS,ok:FV=1.0:yrs=12:current_mcap=41080.0:current_pe=104.0
WAAREEENER,ok:FV=10.0:yrs=2:current_mcap=89185.0:current_pe=22.7
WELCORP,ok:FV=5.0:yrs=12:current_mcap=36586.0:current_pe=22.7
WELSPUNLIV,ok:FV=1.0:yrs=12:current_mcap=13776.0:current_pe=63.2
WHIRLPOOL,ok:FV=10.0:yrs=12:current_mcap=10526.0:current_pe=33.5
WIPRO,ok:FV=2.0:yrs=12:current_mcap=220227.0:current_pe=16.7
WOCKPHARMA,ok:FV=5.0:yrs=12:current_mcap=31965.0:current_pe=113.0
YESBANK,ok:FV=2.0:yrs=12:current_mcap=71654.0:current_pe=20.4
ZFCVINDIA,ok:FV=5.0:yrs=12:current_mcap=27055.0:current_pe=51.7
ZEEL,ok:FV=1.0:yrs=12:current_mcap=9063.0:current_pe=32.5
ZENTEC,ok:FV=1.0:yrs=12:current_mcap=15097.0:current_pe=78.3
ZENSARTECH,ok:FV=2.0:yrs=12:current_mcap=11862.0:current_pe=15.0
ZYDUSLIFE,ok:FV=1.0:yrs=12:current_mcap=108537.0:current_pe=20.0
ZYDUSWELL,ok:FV=2.0:yrs=12:current_mcap=15814.0:current_pe=68.1
ECLERX,ok:FV=10.0:yrs=12:current_mcap=14256.0:current_pe=20.2
