metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),10793.8,12420.5,17083.2,16196.45,18268.85,17546.35,29465.4,24032.6,26186.95,25682.85,30502.95,23020.0,24685.0
EPS in Rs,,,328.13,384.38,397.32,288.86,425.67,633.54,646.31,352.18,663.98,311.18,
Equity Capital (Rs Cr),,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,35000000.0,35000000.0,35000000.0,35000000.0,36000000.0,36000000.0,36000000.0,36000000.0,36000000.0,36000000.0,36000000.0,
Market Cap (Rs Cr),,43471.75,59791.2,56687.57,63940.97,63166.86,106075.44,86517.36,94273.02,92458.26,109810.62,82872.0,89065.0
P/E ratio,,,52.06,42.14,45.98,60.74,69.22,37.93,40.52,72.93,45.94,73.98,51.1
