metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),25421.35,20784.5,22751.25,18017.55,17886.15,9395.55,14088.4,14438.5,19369.9,30031.3,28358.45,28745.0,41085.0
EPS in Rs,,488.42,570.17,449.24,541.91,220.22,163.43,413.07,483.33,844.69,683.27,940.27,
Equity Capital (Rs Cr),,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,31000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,
Market Cap (Rs Cr),,64431.95,68253.75,54052.65,53658.45,28186.65,42265.2,43315.5,58109.7,90093.9,85075.35,86235.0,121185.0
P/E ratio,,42.55,39.9,40.11,33.01,42.66,86.2,34.95,40.08,35.55,41.5,30.57,58.0
