metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),85.24,125.25,186.02,278.67,377.92,383.38,658.72,956.65,518.15,665.55,390.75,399.05,464.0
EPS in Rs,5.81,7.71,9.62,10.24,14.18,15.39,15.02,32.71,15.04,11.49,9.13,11.56,
Equity Capital (Rs Cr),44.0,42.0,41.0,41.0,43.0,87.0,87.0,181.0,181.0,181.0,181.0,181.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,88000000.0,84000000.0,82000000.0,82000000.0,86000000.0,174000000.0,174000000.0,362000000.0,362000000.0,362000000.0,362000000.0,362000000.0,
Market Cap (Rs Cr),750.11,1052.1,1525.36,2285.09,3250.11,6670.81,11461.73,34630.73,18757.03,24092.91,14145.15,14445.61,16839.0
P/E ratio,14.67,16.25,19.34,27.21,26.65,24.91,43.86,29.25,34.45,57.92,42.8,34.52,40.9
