metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),92.1,104.05,93.85,177.4,137.75,57.7,100.5,206.8,215.15,417.7,539.3,505.65,701.0
EPS in Rs,4.28,5.12,4.88,6.82,7.45,-8.79,2.21,8.03,11.9,9.5,10.68,15.07,
Equity Capital (Rs Cr),41.0,42.0,42.0,42.0,45.0,45.0,48.0,48.0,48.0,48.0,48.0,48.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,205000000.0,210000000.0,210000000.0,210000000.0,225000000.0,225000000.0,240000000.0,240000000.0,240000000.0,240000000.0,240000000.0,240000000.0,
Market Cap (Rs Cr),1888.05,2185.05,1970.85,3725.4,3099.38,1298.25,2412.0,4963.2,5163.6,10024.8,12943.2,12135.6,16758.0
P/E ratio,21.52,20.32,19.23,26.01,18.49,-6.56,45.48,25.75,18.08,43.97,50.5,33.55,47.1
