metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),178.8,193.2,343.9,278.5,288.0,177.4,233.95,403.7,567.65,586.3,555.0,1041.2,1076.0
EPS in Rs,7.06,9.18,10.12,11.14,11.64,12.47,13.7,15.36,21.35,18.73,23.24,29.07,
Equity Capital (Rs Cr),27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,
Market Cap (Rs Cr),2413.8,2608.2,4642.65,3759.75,3888.0,2394.9,3158.32,5449.95,7663.27,7915.05,7492.5,14056.2,14370.0
P/E ratio,25.33,21.05,33.98,25.0,24.74,14.23,17.08,26.28,26.59,31.3,23.88,35.82,37.0
