metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),65.62,57.33,55.03,73.4,47.97,34.3,95.43,144.95,166.65,208.45,242.95,199.95,322.0
EPS in Rs,4.84,5.3,5.8,6.02,6.53,6.62,9.74,16.38,17.82,15.59,20.53,19.06,
Equity Capital (Rs Cr),80.0,80.0,80.0,80.0,78.0,78.0,78.0,156.0,156.0,156.0,156.0,156.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,400000000.0,400000000.0,400000000.0,400000000.0,390000000.0,390000000.0,390000000.0,780000000.0,780000000.0,780000000.0,780000000.0,780000000.0,
Market Cap (Rs Cr),2624.8,2293.2,2201.2,2936.0,1870.83,1337.7,3721.77,11306.1,12998.7,16259.1,18950.1,15596.1,25146.0
P/E ratio,13.56,10.82,9.49,12.19,7.35,5.18,9.8,8.85,9.35,13.37,11.83,10.49,14.0
