metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,66.85,128.9,224.75,136.54,196.0
EPS in Rs,,,,,,,-1.41,0.13,0.69,-2.45,,,
Equity Capital (Rs Cr),,,,,,,995.0,1186.0,1193.0,1323.0,1324.0,1327.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,995000000.0,1186000000.0,1193000000.0,1323000000.0,1324000000.0,1327000000.0,
Market Cap (Rs Cr),,,,,,,,,7975.2,17053.47,29756.9,18118.86,26042.0
P/E ratio,,,,,,,,,96.88,-52.61,,,
