metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),81.7,78.24,110.98,108.7,111.52,89.49,121.3,162.6,169.27,276.9,290.35,296.1,283.0
EPS in Rs,5.43,6.41,8.01,8.82,10.79,11.89,12.94,18.09,16.58,16.74,16.69,17.13,
Equity Capital (Rs Cr),5232.0,5232.0,5232.0,5232.0,5232.0,5232.0,5232.0,6975.0,6975.0,9301.0,9301.0,9301.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,5232000000.0,5232000000.0,5232000000.0,5232000000.0,5232000000.0,5232000000.0,5232000000.0,6975000000.0,6975000000.0,9301000000.0,9301000000.0,9301000000.0,
Market Cap (Rs Cr),42745.44,40935.17,58064.74,56871.84,58347.26,46821.17,63464.16,113413.5,118065.82,257544.69,270054.53,275402.61,263300.0
P/E ratio,15.05,12.21,13.86,12.32,10.34,7.53,9.37,8.99,10.21,16.54,17.4,17.29,16.5
