metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),2.29,5.13,8.65,5.93,6.84,4.25,14.05,53.35,27.95,36.55,24.27,22.51,24.7
EPS in Rs,0.23,0.48,0.66,0.52,0.73,0.67,0.6,1.64,0.86,0.69,0.73,0.74,
Equity Capital (Rs Cr),509.0,509.0,498.0,498.0,498.0,498.0,510.0,510.0,510.0,510.0,510.0,510.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,5090000000.0,5090000000.0,4980000000.0,4980000000.0,4980000000.0,4980000000.0,5100000000.0,5100000000.0,5100000000.0,5100000000.0,5100000000.0,5100000000.0,
Market Cap (Rs Cr),1165.61,2611.17,4307.7,2953.14,3406.32,2116.5,7165.5,27208.5,14254.5,18640.5,12377.7,11480.1,12592.0
P/E ratio,9.96,10.69,13.11,11.4,9.37,6.34,23.42,32.53,32.5,52.97,33.25,30.42,31.9
