metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,489.15,824.45,865.35,870.45,759.4,1230.9,1325.0
EPS in Rs,,,,,9.85,10.64,7.04,15.18,16.83,11.71,8.49,14.94,
Equity Capital (Rs Cr),,,,,50.0,50.0,100.0,100.0,107.0,110.0,110.0,146.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,50000000.0,50000000.0,100000000.0,100000000.0,107000000.0,110000000.0,110000000.0,146000000.0,
Market Cap (Rs Cr),,,,,,,4891.5,8244.5,9259.25,9574.95,8353.4,17971.14,15083.0
P/E ratio,,,,,,,69.48,54.31,51.42,74.33,89.45,82.39,88.6
