metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),680.51,691.6,788.2,1068.55,1047.75,914.2,1282.65,2796.5,3792.5,8781.75,11244.0,12076.0,18660.0
EPS in Rs,16.29,18.08,20.61,24.37,28.91,29.55,30.54,48.77,83.68,92.38,133.65,185.38,
Equity Capital (Rs Cr),18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,
Market Cap (Rs Cr),6124.59,6224.4,7093.8,9616.95,9429.75,8227.8,11543.85,25168.5,34132.5,79035.75,101196.0,108684.0,168854.0
P/E ratio,41.77,38.25,38.24,43.85,36.24,30.94,42.0,57.34,45.32,95.06,84.13,65.14,101.0
