metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),560.2,444.15,490.8,510.5,780.7,379.0,697.45,761.15,858.5,1047.2,1102.0,1161.3,1230.0
EPS in Rs,31.42,35.04,16.51,1.78,19.59,6.57,23.49,45.99,35.16,85.49,90.58,84.89,
Equity Capital (Rs Cr),474.0,477.0,479.0,513.0,514.0,564.0,613.0,614.0,615.0,617.0,619.0,622.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,2370000000.0,2385000000.0,2395000000.0,2565000000.0,2570000000.0,2820000000.0,3065000000.0,3070000000.0,3075000000.0,3085000000.0,3095000000.0,3110000000.0,
Market Cap (Rs Cr),132767.4,105929.77,117546.6,130943.25,200639.9,106878.0,213768.43,233673.05,263988.75,323061.2,341069.0,361164.3,382542.0
P/E ratio,17.83,12.68,29.73,286.8,39.85,57.69,29.69,16.55,24.42,12.25,12.17,13.68,13.8
