metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,141.32,120.97,107.2,328.02,740.17,454.38,855.97,1220.05,1119.4,1333.0
EPS in Rs,2.09,4.35,4.1,4.94,5.43,5.08,9.59,14.89,13.2,20.05,25.2,21.82,
Equity Capital (Rs Cr),104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,209.0,209.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,209000000.0,209000000.0,
Market Cap (Rs Cr),,,,1469.73,1258.09,1114.88,3411.41,7697.77,4725.55,8902.09,25499.04,23395.46,27860.0
P/E ratio,,,,28.61,22.28,21.1,34.2,49.71,34.42,42.69,48.41,51.3,59.1
