metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,102.66,123.05,120.4,131.25,177.27,331.9,223.37,175.63,214.0
EPS in Rs,12.49,13.55,6.57,6.85,9.39,12.32,9.0,10.74,11.28,9.48,8.01,8.54,
Equity Capital (Rs Cr),100.0,100.0,200.0,200.0,200.0,250.0,240.0,240.0,240.0,240.0,481.0,481.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,100000000.0,100000000.0,200000000.0,200000000.0,200000000.0,250000000.0,240000000.0,240000000.0,240000000.0,240000000.0,481000000.0,481000000.0,
Market Cap (Rs Cr),,,,,2053.2,3076.25,2889.6,3150.0,4254.48,7965.6,10744.1,8447.8,10289.0
P/E ratio,,,,,10.93,9.99,13.38,12.22,15.72,35.01,27.89,20.57,25.1
