metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),252.4,141.95,271.55,251.1,216.3,233.05,822.35,949.5,952.65,1589.2,2245.25,1191.1,1702.0
EPS in Rs,7.07,5.47,6.25,8.0,7.41,10.86,14.17,15.28,18.69,26.91,33.41,31.78,
Equity Capital (Rs Cr),22.0,22.0,44.0,44.0,44.0,44.0,48.0,48.0,48.0,48.0,51.0,51.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,44000000.0,44000000.0,88000000.0,88000000.0,88000000.0,88000000.0,96000000.0,96000000.0,96000000.0,96000000.0,102000000.0,102000000.0,
Market Cap (Rs Cr),1110.56,624.58,2389.64,2209.68,1903.44,2050.84,7894.56,9115.2,9145.44,15256.32,22901.55,12149.22,17251.0
P/E ratio,35.7,25.95,43.45,31.39,29.19,21.46,58.03,62.14,50.97,59.06,67.2,37.48,52.7
