rank,nse_symbol,company_name,industry,market_cap_rs_cr,current_price_rs,stock_pe,as_of,series,isin
220,NH,Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,40652.0,1989.0,47.8,Live (2026-06-04),EQ,INE410P01011
221,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,40462.0,291.0,13.7,Live (2026-06-04),EQ,INE774D01024
222,IPCALAB,Ipca Laboratories Ltd.,PHARMA,40118.0,1581.0,33.4,Live (2026-06-04),EQ,INE571A01020
223,FLUOROCHEM,Gujarat Fluoroch,,40075.0,3648.0,68.1,Live (2026-06-04),EQ,
224,CPPLUS,Aditya Infotech,,40041.0,3398.0,109.0,Live (2026-06-04),EQ,
225,AIIL,Authum Invest,,38852.0,458.0,20.2,Live (2026-06-04),EQ,
226,COCHINSHIP,Cochin Shipyard Ltd.,INDUSTRIAL MANUFACTURING,38697.0,1471.0,54.0,Live (2026-06-04),EQ,INE704P01017
227,ATHERENERG,Ather Energy,,38605.0,1008.0,,Live (2026-06-04),EQ,
228,ASTERDM,Aster DM Healthcare Ltd.,HEALTHCARE SERVICES,38525.0,744.0,94.4,Live (2026-06-04),EQ,INE914M01019
229,SONACOMS,Sona BLW Precis.,,37984.0,611.0,56.0,Live (2026-06-04),EQ,
230,JKCEMENT,J.K. Cement Ltd.,CEMENT & CEMENT PRODUCTS,37630.0,4870.0,36.7,Live (2026-06-04),EQ,INE823G01014
231,GLAND,Gland Pharma,,37273.0,2260.0,35.7,Live (2026-06-04),EQ,
232,KALYANKJIL,Kalyan Jewellers,,37256.0,361.0,27.0,Live (2026-06-04),EQ,
233,KPRMILL,K.P.R. Mill Ltd.,TEXTILES,37018.0,1083.0,42.7,Live (2026-06-04),EQ,INE930H01023
234,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMA,36997.0,2184.0,36.2,Live (2026-06-04),EQ,INE159A01016
235,3MINDIA,3M India Ltd.,SERVICES,36943.0,32780.0,60.4,Live (2026-06-04),EQ,INE470A01017
236,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,PHARMA,36920.0,2955.0,35.0,Live (2026-06-04),EQ,INE031B01049
237,ENDURANCE,Endurance Technologies Ltd.,AUTOMOBILE,36841.0,2619.0,38.1,Live (2026-06-04),EQ,INE913H01037
238,WELCORP,Welspun Corp Ltd.,METALS,36728.0,1392.0,22.8,Live (2026-06-04),EQ,INE191B01025
239,NAVINFLUOR,Navin Fluorine International Ltd.,CHEMICALS,36557.0,7127.0,54.7,Live (2026-06-04),EQ,INE048G01026
240,GODREJIND,Godrej Industries Ltd.,CONSUMER GOODS,35903.0,1066.0,28.4,Live (2026-06-04),EQ,INE233A01035
241,UBL,United Breweries Ltd.,CONSUMER GOODS,35417.0,1340.0,94.7,Live (2026-06-04),EQ,INE686F01025
242,GODFRYPHLP,Godfrey Phillips India Ltd.,CONSUMER GOODS,35218.0,2258.0,23.1,Live (2026-06-04),EQ,INE260B01028
243,POONAWALLA,Poonawalla Fin,,34949.0,397.0,64.5,Live (2026-06-04),EQ,
244,LTTS,L&T Technology Services Ltd.,IT,34943.0,3294.0,25.8,Live (2026-06-04),EQ,INE010V01017
245,IREDA,Indian Renewable,,34806.0,124.0,18.6,Live (2026-06-04),EQ,
246,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.,PHARMA,34665.0,2159.0,48.2,Live (2026-06-04),EQ,INE572A01028
247,CONCOR,Container Corporation of India Ltd.,SERVICES,34345.0,451.0,27.7,Live (2026-06-04),EQ,INE111A01025
248,TATAINVEST,Tata Investment Corporation Ltd.,FINANCIAL SERVICES,34149.0,675.0,78.7,Live (2026-06-04),EQ,INE672A01018
249,EXIDEIND,Exide Industries Ltd.,AUTOMOBILE,34017.0,400.0,39.5,Live (2026-06-04),EQ,INE302A01020
250,WOCKPHARMA,Wockhardt Ltd.,PHARMA,34013.0,2093.0,120.0,Live (2026-06-04),EQ,INE049B01025
251,BLUESTARCO,Blue Star Ltd.,CONSUMER GOODS,33946.0,1651.0,61.0,Live (2026-06-04),EQ,INE472A01039
252,BANDHANBNK,Bandhan Bank Ltd.,FINANCIAL SERVICES,33227.0,206.0,27.1,Live (2026-06-04),EQ,INE545U01014
253,DELHIVERY,Delhivery,,32906.0,440.0,184.0,Live (2026-06-04),EQ,
254,EMCURE,Emcure Pharma,,32730.0,1726.0,34.6,Live (2026-06-04),EQ,
255,MEDANTA,Global Health,,32596.0,1212.0,58.5,Live (2026-06-04),EQ,
256,DALBHARAT,Dalmia BharatLtd,,32449.0,1730.0,28.0,Live (2026-06-04),EQ,
257,HEXT,Hexaware Tech.,,32149.0,526.0,21.9,Live (2026-06-04),EQ,
258,ITCHOTELS,ITC Hotels,,31807.0,153.0,36.3,Live (2026-06-04),EQ,
259,UCOBANK,UCO Bank,FINANCIAL SERVICES,31499.0,25.1,12.8,Live (2026-06-04),EQ,INE691A01018
260,HFCL,Himachal Fut Com Ltd.,TELECOM,31377.0,205.0,101.0,Live (2026-06-04),EQ,INE548A01028
261,HSCL,Himadri Speciality Chemical Ltd.,CHEMICALS,31292.0,620.0,41.8,Live (2026-06-04),EQ,INE019C01026
262,STARHEALTH,Star Health Insu,,31280.0,532.0,56.2,Live (2026-06-04),EQ,
263,HONAUT,Honeywell Automation India Ltd.,INDUSTRIAL MANUFACTURING,31132.0,35218.0,58.3,Live (2026-06-04),EQ,INE671A01010
264,ESCORTS,Escorts Ltd.,AUTOMOBILE,31034.0,2774.0,23.0,Live (2026-06-04),EQ,INE042A01014
265,ANGELONE,Angel One,,30971.0,340.0,33.8,Live (2026-06-04),EQ,
266,GRSE,Garden Reach Sh.,,30490.0,2662.0,40.8,Live (2026-06-04),EQ,
267,ABSLAMC,Aditya AMC,,30051.0,1039.0,30.8,Live (2026-06-04),EQ,
268,KIMS,Krishna Institu.,,29808.0,745.0,120.0,Live (2026-06-04),EQ,
269,LICHSGFIN,LIC Housing Finance Ltd.,FINANCIAL SERVICES,29747.0,541.0,5.3,Live (2026-06-04),EQ,INE115A01026
270,TATATECH,Tata Technolog.,,29624.0,730.0,48.3,Live (2026-06-04),EQ,
271,MANAPPURAM,Manappuram Finance Ltd.,FINANCIAL SERVICES,29420.0,313.0,29.3,Live (2026-06-04),EQ,INE522D01027
272,ANANDRATHI,Anand Rathi Wea.,,29190.0,1758.0,73.9,Live (2026-06-04),EQ,
273,SJVN,SJVN Ltd.,ENERGY,29100.0,74.0,45.3,Live (2026-06-04),EQ,INE002L01015
274,ITI,ITI Ltd.,TELECOM,28813.0,299.0,,Live (2026-06-04),EQ,INE248A01017
275,CRISIL,CRISIL Ltd.,FINANCIAL SERVICES,28736.0,3930.0,34.2,Live (2026-06-04),EQ,INE007A01025
276,JUBLFOOD,Jubilant Foodworks Ltd.,CONSUMER GOODS,28624.0,434.0,68.8,Live (2026-06-04),EQ,INE797F01012
277,PTCIL,PTC Industries,,28591.0,19070.0,282.0,Live (2026-06-04),EQ,
278,IKS,Inventurus Knowl,,28507.0,1661.0,39.5,Live (2026-06-04),EQ,
279,KIRLOSENG,Kirloskar Oil Eng Ltd.,INDUSTRIAL MANUFACTURING,28357.0,1951.0,47.7,Live (2026-06-04),EQ,INE146L01010
280,NUVAMA,Nuvama Wealth,,28336.0,1555.0,27.2,Live (2026-06-04),EQ,
281,NBCC,NBCC (India) Ltd.,CONSTRUCTION,28053.0,104.0,42.4,Live (2026-06-04),EQ,INE095N01031
282,KARURVYSYA,Karur Vysya Bank Ltd.,FINANCIAL SERVICES,27792.0,288.0,11.0,Live (2026-06-04),EQ,INE036D01028
283,ZFCVINDIA,ZF Commercial,,27766.0,14644.0,53.1,Live (2026-06-04),EQ,
284,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,FINANCIAL SERVICES,27655.0,1473.0,11.4,Live (2026-06-04),EQ,INE149A01033
285,GODIGIT,Go Digit General,,27547.0,298.0,50.6,Live (2026-06-04),EQ,
286,MRPL,Mangalore Refinery & Petrochemicals Ltd.,ENERGY,27507.0,157.0,14.3,Live (2026-06-04),EQ,INE103A01014
287,NETWEB,Netweb Technol.,,27486.0,4827.0,134.0,Live (2026-06-04),EQ,
288,SHYAMMETL,Shyam Metalics,,27395.0,981.0,25.6,Live (2026-06-04),EQ,
289,CENTRALBK,Central Bank of India,FINANCIAL SERVICES,27299.0,30.2,6.13,Live (2026-06-04),EQ,INE483A01010
290,AMBER,Amber Enterp.,,26853.0,7614.0,136.0,Live (2026-06-04),EQ,
291,TATAELXSI,Tata Elxsi Ltd.,IT,26832.0,4307.0,263.0,Live (2026-06-04),EQ,INE670A01012
292,LALPATHLAB,Dr. Lal Path Labs Ltd.,HEALTHCARE SERVICES,26658.0,1590.0,50.5,Live (2026-06-04),EQ,INE600L01024
293,AEGISLOG,Aegis Logistics,,26602.0,758.0,29.6,Live (2026-06-04),EQ,
294,TIMKEN,Timken India Ltd.,INDUSTRIAL MANUFACTURING,26537.0,3528.0,64.0,Live (2026-06-04),EQ,INE325A01013
295,PWL,Physicswallah,,26524.0,92.8,,Live (2026-06-04),EQ,
296,ACUTAAS,Acutaas Chemical,,25901.0,3164.0,72.7,Live (2026-06-04),EQ,
297,PNBHOUSING,PNB Housing Finance Ltd.,FINANCIAL SERVICES,25864.0,992.0,11.3,Live (2026-06-04),EQ,INE572E01012
298,IRB,IRB Infrastructure Developers Ltd.,CONSTRUCTION,25847.0,21.4,29.4,Live (2026-06-04),EQ,INE821I01014
299,MSUMI,Motherson Wiring,,25684.0,38.7,41.0,Live (2026-06-04),EQ,
300,SCHNEIDER,Schneider Elect.,,25508.0,1067.0,114.0,Live (2026-06-04),EQ,
301,CDSL,Central Depository Services (India) Ltd.,FINANCIAL SERVICES,25454.0,1218.0,55.8,Live (2026-06-04),EQ,INE736A01011
302,ACC,ACC Ltd.,CEMENT & CEMENT PRODUCTS,25411.0,1353.0,12.0,Live (2026-06-04),EQ,INE012A01025
303,GILLETTE,Gillette India Ltd.,CONSUMER GOODS,25312.0,7767.0,38.7,Live (2026-06-04),EQ,INE322A01010
304,APOLLOTYRE,Apollo Tyres Ltd.,AUTOMOBILE,24813.0,391.0,11.9,Live (2026-06-04),EQ,INE438A01022
305,RRKABEL,R R Kabel,,24678.0,2182.0,48.8,Live (2026-06-04),EQ,
306,AWL,AWL Agri Busine.,,24616.0,189.0,23.2,Live (2026-06-04),EQ,
307,SAILIFE,Sai Life,,24255.0,1144.0,68.4,Live (2026-06-04),EQ,
308,NIACL,The New India Assurance Company Ltd.,FINANCIAL SERVICES,24201.0,147.0,17.1,Live (2026-06-04),EQ,INE470Y01017
309,FORCEMOT,Force Motors,,23929.0,18160.0,22.6,Live (2026-06-04),EQ,
310,TENNIND,Tenneco Clean,,23893.0,592.0,38.3,Live (2026-06-04),EQ,
311,SUMICHEM,Sumitomo Chemi.,,23889.0,479.0,43.0,Live (2026-06-04),EQ,
312,CESC,CESC Ltd.,ENERGY,23880.0,180.0,15.5,Live (2026-06-04),EQ,INE486A01013
313,SYRMA,Syrma SGS Tech.,,23622.0,1225.0,73.6,Live (2026-06-04),EQ,
314,EMMVEE,Emmvee Photovol.,,23387.0,338.0,21.6,Live (2026-06-04),EQ,
315,DATAPATTNS,Data Pattern,,23317.0,4165.0,85.2,Live (2026-06-04),EQ,
316,DEEPAKNTR,Deepak Nitrite Ltd.,CHEMICALS,23178.0,1699.0,41.4,Live (2026-06-04),EQ,INE288B01029
317,ASAHIINDIA,Asahi India Glas,,22836.0,896.0,64.6,Live (2026-06-04),EQ,
318,PPLPHARMA,Piramal Pharma,,22830.0,172.0,,Live (2026-06-04),EQ,
319,IGL,Indraprastha Gas Ltd.,ENERGY,22757.0,163.0,14.6,Live (2026-06-04),EQ,INE203G01027
320,KPIL,Kalpataru Proj.,,22380.0,1310.0,22.0,Live (2026-06-04),EQ,
321,HBLENGINE,HBL Engineering,,22230.0,802.0,26.5,Live (2026-06-04),EQ,
322,IIFL,IIFL Finance,,22166.0,521.0,13.3,Live (2026-06-04),EQ,
323,GESHIP,Great Eastern Shipping Co. Ltd.,SERVICES,21843.0,1530.0,7.46,Live (2026-06-04),EQ,INE017A01032
324,GMDCLTD,Gujarat Mineral Development Corporation Ltd.,METALS,21719.0,683.0,38.6,Live (2026-06-04),EQ,INE131A01031
325,NEULANDLAB,Neuland Labs.,,21640.0,16867.0,59.4,Live (2026-06-04),EQ,
326,CRAFTSMAN,Craftsman Auto,,21620.0,9063.0,55.0,Live (2026-06-04),EQ,
327,TRITURBINE,Triveni Turbine Ltd.,INDUSTRIAL MANUFACTURING,21620.0,680.0,59.9,Live (2026-06-04),EQ,INE152M01016
328,RBLBANK,RBL Bank Ltd.,FINANCIAL SERVICES,21571.0,348.0,24.5,Live (2026-06-04),EQ,INE976G01028
329,IFCI,IFCI Ltd.,FINANCIAL SERVICES,21544.0,80.0,117.0,Live (2026-06-04),EQ,INE039A01010
330,KAYNES,Kaynes Tech,,21516.0,3210.0,58.8,Live (2026-06-04),EQ,
331,ONESOURCE,OneSource Speci.,,21475.0,1873.0,,Live (2026-06-04),EQ,
332,AEGISVOPAK,Aegis Vopak Term,,21429.0,193.0,69.0,Live (2026-06-04),EQ,
333,KPITTECH,KPIT Technologi.,,21265.0,776.0,31.4,Live (2026-06-04),EQ,
334,SAMMAANCAP,Sammaan Capital,,20888.0,180.0,,Live (2026-06-04),EQ,
335,AFFLE,Affle 3i,,20521.0,1458.0,45.1,Live (2026-06-04),EQ,
336,RAMCOCEM,The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,20520.0,868.0,79.1,Live (2026-06-04),EQ,INE331A01037
337,PFIZER,Pfizer Ltd.,PHARMA,20503.0,4482.0,134.0,Live (2026-06-04),EQ,INE182A01018
338,CREDITACC,CreditAccess Grameen Ltd.,FINANCIAL SERVICES,20453.0,1277.0,26.3,Live (2026-06-04),EQ,INE741K01010
339,AADHARHFC,Aadhar Hsg. Fin.,,20305.0,465.0,18.3,Live (2026-06-04),EQ,
340,ANANTRAJ,Anant Raj,,20079.0,558.0,36.2,Live (2026-06-04),EQ,
341,ACMESOLAR,ACME Solar Hold.,,20036.0,331.0,40.4,Live (2026-06-04),EQ,
342,SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,20006.0,508.0,13.4,Live (2026-06-04),EQ,INE424H01027
343,ATUL,Atul Ltd.,CHEMICALS,19892.0,6756.0,29.4,Live (2026-06-04),EQ,INE100A01010
344,BAYERCROP,Bayer Crop Sci.,,19770.0,4399.0,402.0,Live (2026-06-04),EQ,
345,CGCL,Capri Global,,19700.0,205.0,20.8,Live (2026-06-04),EQ,
346,GRANULES,Granules India Ltd.,PHARMA,19686.0,794.0,32.7,Live (2026-06-04),EQ,INE101D01020
347,OLAELEC,Ola Electric,,19659.0,44.6,,Live (2026-06-04),EQ,
348,URBANCO,Urban Company,,19586.0,127.0,,Live (2026-06-04),EQ,
349,CARBORUNIV,Carborundum Universal Ltd.,INDUSTRIAL MANUFACTURING,19476.0,1022.0,76.1,Live (2026-06-04),EQ,INE120A01034
350,BELRISE,Belrise Industri,,19466.0,219.0,38.9,Live (2026-06-04),EQ,
351,GPIL,Godawari Power,,19412.0,288.0,23.9,Live (2026-06-04),EQ,
352,ELGIEQUIP,Elgi Equipments Ltd.,INDUSTRIAL MANUFACTURING,19403.0,612.0,44.0,Live (2026-06-04),EQ,INE285A01027
353,ERIS,Eris Lifesciences Ltd.,PHARMA,19190.0,1385.0,30.3,Live (2026-06-04),EQ,INE406M01024
354,REDINGTON,Redington (India) Ltd.,SERVICES,19056.0,244.0,12.0,Live (2026-06-04),EQ,INE891D01026
355,SAGILITY,Sagility,,19030.0,40.6,20.1,Live (2026-06-04),EQ,
356,CAMS,Cams Services,,18765.0,757.0,39.4,Live (2026-06-04),EQ,
357,FSL,Firstsource Solutions Ltd.,IT,18655.0,264.0,24.8,Live (2026-06-04),EQ,INE684F01012
358,CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,18600.0,464.0,9.51,Live (2026-06-04),EQ,INE085A01013
359,CUB,City Union Bank Ltd.,FINANCIAL SERVICES,18588.0,250.0,14.0,Live (2026-06-04),EQ,INE491A01021
360,TATACHEM,Tata Chemicals Ltd.,CHEMICALS,18511.0,727.0,,Live (2026-06-04),EQ,INE092A01019
361,CEMPRO,Cemindia Project,,18467.0,1075.0,30.9,Live (2026-06-04),EQ,
362,EIHOTEL,EIH Ltd.,SERVICES,18433.0,295.0,25.7,Live (2026-06-04),EQ,INE230A01023
363,SARDAEN,Sarda Energy,,18368.0,521.0,16.7,Live (2026-06-04),EQ,
364,CASTROLIND,Castrol India Ltd.,ENERGY,18269.0,185.0,18.7,Live (2026-06-04),EQ,INE172A01027
365,VTL,Vardhman Textiles Ltd.,TEXTILES,18154.0,627.0,24.4,Live (2026-06-04),EQ,INE825A01012
366,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,CHEMICALS,18126.0,1436.0,24.6,Live (2026-06-04),EQ,INE501A01019
367,CHENNPETRO,Chennai Petroleum Corporation Ltd.,ENERGY,17980.0,1207.0,5.79,Live (2026-06-04),EQ,INE178A01016
368,SYNGENE,Syngene International Ltd.,PHARMA,17719.0,440.0,47.2,Live (2026-06-04),EQ,INE398R01022
369,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,CONSUMER GOODS,17682.0,275.0,52.7,Live (2026-06-04),EQ,INE299U01018
370,KAJARIACER,Kajaria Ceramics Ltd.,CONSTRUCTION,17674.0,1110.0,34.0,Live (2026-06-04),EQ,INE217B01036
371,JSWCEMENT,JSW Cement,,17574.0,129.0,27.0,Live (2026-06-04),EQ,
372,TRAVELFOOD,Travel Food,,17307.0,1314.0,39.2,Live (2026-06-04),EQ,
373,CIEINDIA,CIE Automotive,,17303.0,456.0,20.0,Live (2026-06-04),EQ,
374,NAVA,Nava,,17204.0,608.0,21.9,Live (2026-06-04),EQ,
375,EMAMILTD,Emami Ltd.,CONSUMER GOODS,17045.0,390.0,21.8,Live (2026-06-04),EQ,INE548C01032
376,CHALET,Chalet Hotels,,17039.0,778.0,26.4,Live (2026-06-04),EQ,
377,JBMA,JBM Auto,,16946.0,717.0,75.4,Live (2026-06-04),EQ,
378,AARTIIND,Aarti Industries,,16839.0,464.0,40.9,Live (2026-06-04),EQ,
379,NATCOPHARM,NATCO Pharma Ltd.,PHARMA,16672.0,931.0,11.7,Live (2026-06-04),EQ,INE987B01026
380,JINDALSAW,Jindal Saw Ltd.,METALS,16602.0,260.0,16.8,Live (2026-06-04),EQ,INE324A01024
381,J&KBANK,Jammu & Kashmir Bank Ltd.,FINANCIAL SERVICES,16430.0,149.0,6.94,Live (2026-06-04),EQ,INE168A01041
382,PINELABS,Pine Labs,,16334.0,142.0,142.0,Live (2026-06-04),EQ,
383,COHANCE,Cohance Life,,16248.0,425.0,82.3,Live (2026-06-04),EQ,
384,ZENTEC,Zen Technologies,,16243.0,1799.0,84.2,Live (2026-06-04),EQ,
385,ABDL,Allied Blenders,,16184.0,579.0,70.4,Live (2026-06-04),EQ,
386,BIKAJI,Bikaji Foods,,16109.0,642.0,61.6,Live (2026-06-04),EQ,
387,ZYDUSWELL,Zydus Wellness Ltd.,CONSUMER GOODS,16005.0,503.0,69.0,Live (2026-06-04),EQ,INE768C01010
388,ARE&M,Amara Raja Ener.,,15935.0,871.0,22.5,Live (2026-06-04),EQ,
389,DCMSHRIRAM,DCM Shriram Ltd.,CONSUMER GOODS,15918.0,1021.0,18.2,Live (2026-06-04),EQ,INE499A01024
390,BRIGADE,Brigade Enterprises Ltd.,CONSTRUCTION,15881.0,649.0,24.4,Live (2026-06-04),EQ,INE791I01019
391,IGIL,International Ge,,15733.0,364.0,27.6,Live (2026-06-04),EQ,
392,JUBLPHARMA,Jubilant Pharmo,,15598.0,979.0,35.7,Live (2026-06-04),EQ,
393,GALLANTT,Gallantt Ispat L,,15536.0,644.0,32.1,Live (2026-06-04),EQ,
394,FINCABLES,Finolex Cables Ltd.,INDUSTRIAL MANUFACTURING,15526.0,1015.0,21.8,Live (2026-06-04),EQ,INE235A01022
395,NIVABUPA,Niva Bupa Health,,15417.0,83.4,118.0,Live (2026-06-04),EQ,
396,MINDACORP,Minda Corporation Ltd.,AUTOMOBILE,15265.0,638.0,42.3,Live (2026-06-04),EQ,INE842C01021
397,CAPLIPOINT,Caplin Point Laboratories Ltd.,PHARMA,15222.0,2003.0,23.8,Live (2026-06-04),EQ,INE475E01026
398,GABRIEL,Gabriel India,,15177.0,1057.0,57.8,Live (2026-06-04),EQ,
399,CHOICEIN,Choice Intl.,,15171.0,681.0,69.7,Live (2026-06-04),EQ,
400,NSLNISP,NMDC Steel,,15131.0,51.6,258.0,Live (2026-06-04),EQ,
401,USHAMART,Usha Martin,,15120.0,496.0,30.0,Live (2026-06-04),EQ,
402,ANURAS,Anupam Rasayan,,15083.0,1325.0,88.6,Live (2026-06-04),EQ,
403,BEML,BEML Ltd.,INDUSTRIAL MANUFACTURING,14863.0,1784.0,105.0,Live (2026-06-04),EQ,INE258A01016
404,SOBHA,Sobha Ltd.,CONSTRUCTION,14810.0,1385.0,76.6,Live (2026-06-04),EQ,INE671H01015
405,KFINTECH,KFin Technolog.,,14620.0,847.0,41.4,Live (2026-06-04),EQ,
406,INOXWIND,Inox Wind Ltd.,INDUSTRIAL MANUFACTURING,14590.0,84.4,36.0,Live (2026-06-04),EQ,INE066P01011
407,DEVYANI,Devyani Intl.,,14413.0,117.0,,Live (2026-06-04),EQ,
408,JSWDULUX,JSW Dulux,,14387.0,3159.0,33.2,Live (2026-06-04),EQ,
409,CCL,CCL Products (I) Ltd.,CONSUMER GOODS,14370.0,1076.0,37.0,Live (2026-06-04),EQ,INE421D01022
410,SCI,Shipping Corporation of India Ltd.,SERVICES,14300.0,307.0,10.6,Live (2026-06-04),EQ,INE109A01011
411,GRAPHITE,Graphite India Ltd.,INDUSTRIAL MANUFACTURING,14279.0,731.0,78.6,Live (2026-06-04),EQ,INE371A01025
412,THELEELA,Leela Palaces Hotels,,14050.0,421.0,34.4,Live (2026-06-04),EQ,
413,TEGA,Tega Inds.,,14010.0,1865.0,98.2,Live (2026-06-04),EQ,
414,PGEL,PG Electroplast,,13978.0,489.0,71.1,Live (2026-06-04),EQ,
415,ABREL,A B Real Estate,,13939.0,1248.0,,Live (2026-06-04),EQ,
416,WELSPUNLIV,Welspun Living,,13869.0,145.0,63.7,Live (2026-06-04),EQ,
417,POLYMED,Poly Medicure,,13724.0,1354.0,41.9,Live (2026-06-04),EQ,
418,RAINBOW,Rainbow Child.,,13673.0,1346.0,48.9,Live (2026-06-04),EQ,
419,JYOTICNC,Jyoti CNC Auto.,,13568.0,597.0,40.4,Live (2026-06-04),EQ,
420,EIDPARRY,E.I.D. Parry (India) Ltd.,FERTILISERS & PESTICIDES,13505.0,759.0,19.5,Live (2026-06-04),EQ,INE126A01031
421,LTFOODS,L T Foods,,13406.0,386.0,21.4,Live (2026-06-04),EQ,
422,VIJAYA,Vijaya Diagnost.,,13384.0,1301.0,77.4,Live (2026-06-04),EQ,
423,ECLERX,eClerx Services Ltd.,IT,13336.0,1418.0,18.9,Live (2026-06-04),EQ,INE738I01010
424,PARADEEP,Paradeep Phosph.,,13330.0,128.0,13.0,Live (2026-06-04),EQ,
425,TBOTEK,TBO Tek,,13329.0,1228.0,55.0,Live (2026-06-04),EQ,
426,KEC,Kec International Ltd.,CONSTRUCTION,13318.0,500.0,20.5,Live (2026-06-04),EQ,INE389H01022
427,HONASA,Honasa Consumer,,13275.0,408.0,65.2,Live (2026-06-04),EQ,
428,JPPOWER,JP Power Ven.,,13248.0,19.3,29.4,Live (2026-06-04),EQ,
429,SPLPETRO,Supreme Petroch.,,13223.0,703.0,39.3,Live (2026-06-04),EQ,
430,ENGINERSIN,Engineers India Ltd.,CONSTRUCTION,13188.0,235.0,19.1,Live (2026-06-04),EQ,INE510A01028
431,DOMS,DOMS Industries,,13048.0,2150.0,56.7,Live (2026-06-04),EQ,
432,IRCON,IRCON International Ltd.,CONSTRUCTION,13040.0,139.0,21.8,Live (2026-06-04),EQ,INE962Y01013
433,CEATLTD,Ceat Ltd.,AUTOMOBILE,13002.0,3214.0,17.4,Live (2026-06-04),EQ,INE482A01020
434,FIVESTAR,Five-Star Bus.Fi,,12942.0,438.0,82.6,Live (2026-06-04),EQ,
435,CONCORDBIO,Concord Biotech,,12886.0,1232.0,49.0,Live (2026-06-04),EQ,
436,APTUS,Aptus Value Hou.,,12864.0,257.0,13.6,Live (2026-06-04),EQ,
437,CANHLIFE,Canara HSBC,,12744.0,134.0,101.0,Live (2026-06-04),EQ,
438,INDGN,Indegene,,12552.0,521.0,30.3,Live (2026-06-04),EQ,
439,TRIDENT,Trident Ltd.,TEXTILES,12470.0,24.5,33.1,Live (2026-06-04),EQ,INE064C01014
440,JAINREC,Jain Resource,,12271.0,356.0,34.8,Live (2026-06-04),EQ,
441,JWL,Jupiter Wagons,,12223.0,286.0,66.7,Live (2026-06-04),EQ,
442,TECHNOE,Techno Elec.Engg,,12177.0,1047.0,27.2,Live (2026-06-04),EQ,
443,ABLBL,A B Lifestyle,,12132.0,99.4,58.0,Live (2026-06-04),EQ,
444,AFCONS,Afcons Infrastr.,,12056.0,328.0,41.8,Live (2026-06-04),EQ,
445,INDIACEM,India Cements Ltd.,CEMENT & CEMENT PRODUCTS,12004.0,387.0,151.0,Live (2026-06-04),EQ,INE383A01012
446,UTIAMC,UTI AMC,,11960.0,931.0,25.5,Live (2026-06-04),EQ,
447,GRAVITA,Gravita India,,11945.0,1618.0,31.5,Live (2026-06-04),EQ,
448,INDIAMART,Indiamart Inter.,,11939.0,1985.0,25.2,Live (2026-06-04),EQ,
449,ELECON,Elecon Engg.Co,,11759.0,524.0,32.9,Live (2026-06-04),EQ,
450,TITAGARH,Titagarh Rail,,11755.0,873.0,73.5,Live (2026-06-04),EQ,
451,FIRSTCRY,Brainbees Solut.,,11665.0,223.0,,Live (2026-06-04),EQ,
452,JMFINANCIL,JM Financial Ltd.,FINANCIAL SERVICES,11664.0,122.0,9.57,Live (2026-06-04),EQ,INE780C01023
453,PCBL,PCBL Chemical,,11662.0,296.0,54.3,Live (2026-06-04),EQ,
454,NUVOCO,Nuvoco Vistas,,11649.0,326.0,29.9,Live (2026-06-04),EQ,
455,SIGNATURE,SignatureGlobal,,11409.0,812.0,318.0,Live (2026-06-04),EQ,
456,OLECTRA,Olectra Greentec,,11352.0,1383.0,63.9,Live (2026-06-04),EQ,
457,RPOWER,Reliance Power Ltd.,ENERGY,11282.0,27.3,,Live (2026-06-04),EQ,INE614G01033
458,BLUEDART,Blue Dart Express Ltd.,SERVICES,11190.0,4716.0,39.9,Live (2026-06-04),EQ,INE233B01017
459,IEX,Indian Energy Exchange Ltd.,FINANCIAL SERVICES,11155.0,125.0,22.6,Live (2026-06-04),EQ,INE022Q01020
460,HOMEFIRST,Home First Finan,,11135.0,1066.0,20.6,Live (2026-06-04),EQ,
461,ZENSARTECH,Zensar Technolgies Ltd.,IT,11125.0,489.0,14.0,Live (2026-06-04),EQ,INE520A01027
462,JKTYRE,JK Tyre & Industries Ltd.,AUTOMOBILE,11116.0,386.0,12.6,Live (2026-06-04),EQ,INE573A01042
463,BLS,BLS Internat.,,10934.0,266.0,15.9,Live (2026-06-04),EQ,
464,BALRAMCHIN,Balrampur Chini Mills Ltd.,CONSUMER GOODS,10825.0,536.0,28.6,Live (2026-06-04),EQ,INE119A01028
465,CANFINHOME,Can Fin Homes Ltd.,FINANCIAL SERVICES,10742.0,807.0,9.9,Live (2026-06-04),EQ,INE477A01020
