metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),106.6,74.25,105.65,72.35,34.95,12.25,16.3,18.35,24.1,59.8,42.77,31.43
EPS in Rs,4.02,-8.26,-12.93,-19.63,-13.88,-2.2,-1.7,1.24,1.93,3.07,4.35,5.0
Equity Capital (Rs Cr),1658.0,1690.0,1902.0,2618.0,4047.0,5710.0,5876.0,8681.0,8681.0,8681.0,9051.0,9051.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,1658000000.0,1690000000.0,1902000000.0,2618000000.0,4047000000.0,5710000000.0,5876000000.0,8681000000.0,8681000000.0,8681000000.0,9051000000.0,9051000000.0
Market Cap (Rs Cr),17674.28,12548.25,20094.63,18941.23,14144.26,6994.75,9577.88,15929.64,20921.21,51912.38,38711.13,28447.29
P/E ratio,26.52,-8.99,-8.17,-3.69,-2.52,-5.57,-9.59,14.8,12.49,19.48,9.83,6.29
