metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),33.84,37.1,47.5,47.15,30.82,24.82,41.7,70.27,97.55,201.5,301.32,400.65
EPS in Rs,1.51,1.69,2.07,1.96,2.58,2.5,2.87,3.28,4.08,5.45,7.28,8.29
Equity Capital (Rs Cr),80.0,240.0,223.0,244.0,244.0,244.0,244.0,244.0,731.0,731.0,731.0,731.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,800000000.0,2400000000.0,2230000000.0,2440000000.0,2440000000.0,2440000000.0,2440000000.0,2440000000.0,7310000000.0,7310000000.0,7310000000.0,7310000000.0
Market Cap (Rs Cr),2707.2,8904.0,10592.5,11504.6,7520.08,6056.08,10174.8,17145.88,71309.05,147296.5,220264.92,292875.15
P/E ratio,22.41,21.95,22.95,24.06,11.95,9.93,14.53,21.42,23.91,36.97,41.39,48.33
