metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),880.65,841.8,949.45,700.25,740.3,326.7,919.65,1121.3,1629.6,3006.25,3051.85,4500.1,5801.0
EPS in Rs,27.85,26.02,26.56,25.68,26.79,25.45,22.91,33.68,44.31,62.07,72.15,85.2,
Equity Capital (Rs Cr),55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,275000000.0,
Market Cap (Rs Cr),24217.88,23149.5,26109.88,19256.88,20358.25,8984.25,25290.38,30835.75,44814.0,82671.88,83925.88,123752.75,160804.0
P/E ratio,31.62,32.35,35.75,27.27,27.63,12.84,40.14,33.29,36.78,48.43,42.3,52.82,66.3
