metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),2016.6,2405.95,2805.45,2744.7,2948.8,2022.35,3670.6,3653.0,3884.75,9148.15,7878.85,8781.5,11520.0
EPS in Rs,104.56,140.35,140.98,145.8,170.29,180.11,167.85,213.08,214.17,276.1,262.29,384.41,
Equity Capital (Rs Cr),289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,283.0,279.0,279.0,280.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,289000000.0,289000000.0,289000000.0,289000000.0,289000000.0,289000000.0,289000000.0,289000000.0,283000000.0,279000000.0,279000000.0,280000000.0,
Market Cap (Rs Cr),58279.74,69531.96,81077.51,79321.83,85220.32,58445.92,106080.34,105571.7,109938.43,255233.39,219819.92,245882.0,316588.0
P/E ratio,19.29,17.14,19.9,18.83,17.32,11.23,21.87,17.14,18.14,33.13,30.04,22.84,26.9
