metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),94.32,40.21,59.15,85.22,137.8,137.6,1031.15,2014.75,1750.45,3197.1,2315.8,1758.8
EPS in Rs,15.81,8.21,8.02,6.15,5.82,9.24,7.49,6.3,19.3,25.37,55.02,72.31
Equity Capital (Rs Cr),110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,114.0,114.0,115.0,129.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,1100000000.0,1100000000.0,1100000000.0,1100000000.0,1100000000.0,1100000000.0,1100000000.0,1100000000.0,1140000000.0,1140000000.0,1150000000.0,1290000000.0
Market Cap (Rs Cr),10375.2,4423.1,6506.5,9374.2,15158.0,15136.0,113426.5,221622.5,199551.3,364469.4,266317.0,226885.2
P/E ratio,5.97,4.9,7.38,13.86,23.68,14.89,137.67,319.8,90.7,126.02,42.09,24.32
