metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),129.0,87.95,195.05,214.55,202.35,95.7,326.85,569.5,405.35,560.25,682.45,884.45,1136.0
EPS in Rs,4.14,-1.21,8.47,27.1,24.48,16.77,15.5,61.1,44.93,45.19,71.2,59.59,
Equity Capital (Rs Cr),207.0,207.0,223.0,223.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,2070000000.0,2070000000.0,2230000000.0,2230000000.0,2220000000.0,2220000000.0,2220000000.0,2220000000.0,2220000000.0,2220000000.0,2220000000.0,2220000000.0,
Market Cap (Rs Cr),26703.0,18205.65,43496.15,47844.65,44921.7,21245.4,72560.7,126429.0,89987.7,124375.5,151503.9,196347.9,255285.0
P/E ratio,31.16,-72.69,23.03,7.92,8.27,5.71,21.09,9.32,9.02,12.4,9.58,14.84,14.6
