metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),80.05,122.3,208.6,389.75,304.7,185.5,410.85,378.95,456.35,694.25,782.75,511.3
EPS in Rs,6.26,5.75,11.86,17.91,19.28,22.0,21.5,12.92,6.85,13.49,21.44,22.75
Equity Capital (Rs Cr),51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Shares Outstanding,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,265000000.0,265000000.0
Market Cap (Rs Cr),2041.28,3118.65,5319.3,9938.62,7769.85,4730.25,10476.67,9663.23,11636.92,17703.38,20742.88,13549.45
P/E ratio,12.79,21.27,17.59,21.76,15.8,8.43,19.11,29.33,66.62,51.46,36.51,22.47
