metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,1205.6,1057.3,1531.0
EPS in Rs,,,,187.62,138.92,384.79,-180.13,3.23,13.84,19.39,21.17,22.5,
Equity Capital (Rs Cr),,,,2.0,2.0,2.0,2.0,10.0,10.0,10.0,11.0,11.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,20000000.0,20000000.0,20000000.0,20000000.0,100000000.0,100000000.0,100000000.0,110000000.0,110000000.0,
Market Cap (Rs Cr),,,,,,,,,,,13261.6,11630.3,16627.0
P/E ratio,,,,,,,,,,,56.95,46.99,61.8
