metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,1096.8,1188.85,2420.85,2569.45,1610.75,1315.65,2084.05,1078.0,1305.0
EPS in Rs,,,,13.45,22.54,31.8,36.8,45.0,54.35,62.0,,,
Equity Capital (Rs Cr),,,,69.0,78.0,78.0,78.0,79.0,79.0,79.0,,,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,69000000.0,78000000.0,78000000.0,78000000.0,79000000.0,79000000.0,79000000.0,,,
Market Cap (Rs Cr),,,,,8555.04,9273.03,18882.63,20298.65,12724.92,10393.64,,,10348.0
P/E ratio,,,,,48.66,37.39,65.78,57.1,29.64,21.22,,,21.1
