metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),78.22,80.56,188.72,296.95,303.48,270.55,408.9,335.6,206.35,264.15,341.7,360.9,426.0
EPS in Rs,4.14,4.59,5.1,3.1,7.54,6.24,6.17,5.4,3.85,8.52,8.44,2.38,
Equity Capital (Rs Cr),100.0,100.0,100.0,300.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0,810.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,200000000.0,200000000.0,200000000.0,600000000.0,600000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1620000000.0,
Market Cap (Rs Cr),1564.4,1611.2,3774.4,17817.0,18208.8,32466.0,49068.0,40272.0,24762.0,31698.0,41004.0,58465.8,69376.0
P/E ratio,18.89,17.55,37.0,95.79,40.25,43.36,66.27,62.15,53.6,31.0,40.49,151.64,178.0
