metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),32.0,54.62,151.48,160.77,114.65,65.05,208.98,462.77,370.3,624.45,628.8,738.4
EPS in Rs,,,,,,,,,,,,17.51
Equity Capital (Rs Cr),,,,,,,,,,,,38.0
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Shares Outstanding,,,,,,,,,,,,190000000.0
Market Cap (Rs Cr),,,,,,,,,,,,14029.6
P/E ratio,,,,,,,,,,,,42.17
