metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,1538.95,948.0,1293.4
EPS in Rs,,,,,,52.32,56.6,89.42,19.84,26.43,27.56,43.52
Equity Capital (Rs Cr),,,,,,23.0,24.0,24.0,48.0,56.0,57.0,57.0
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Shares Outstanding,,,,,,46000000.0,48000000.0,48000000.0,96000000.0,112000000.0,114000000.0,114000000.0
Market Cap (Rs Cr),,,,,,,,,,17236.24,10807.2,14744.76
P/E ratio,,,,,,,,,,58.23,34.4,29.72
