metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),268.25,172.75,217.45,291.8,250.7,168.2,305.6,493.8,403.2,1170.0,1184.4,1126.5
EPS in Rs,8.86,16.26,7.06,9.9,11.08,10.06,69.41,28.69,23.49,34.28,10.85,27.76
Equity Capital (Rs Cr),375.0,375.0,375.0,375.0,375.0,401.0,401.0,401.0,401.0,401.0,431.0,431.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,375000000.0,375000000.0,375000000.0,375000000.0,375000000.0,401000000.0,401000000.0,401000000.0,401000000.0,401000000.0,431000000.0,431000000.0
Market Cap (Rs Cr),10059.38,6478.12,8154.38,10942.5,9401.25,6744.82,12254.56,19801.38,16168.32,46917.0,51047.64,48552.15
P/E ratio,30.28,10.62,30.8,29.47,22.63,16.72,4.4,17.21,17.16,34.13,109.16,40.58
