metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,141.15,273.4,501.85,610.1
EPS in Rs,1.02,0.86,1.26,1.22,0.59,1.24,1.17,2.69,3.02,6.56,8.15,9.77
Equity Capital (Rs Cr),10.0,10.0,10.0,20.0,20.0,20.0,29.0,50.0,100.0,199.0,200.0,223.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,10000000.0,10000000.0,10000000.0,20000000.0,20000000.0,20000000.0,29000000.0,50000000.0,100000000.0,199000000.0,200000000.0,223000000.0
Market Cap (Rs Cr),,,,,,,,,1411.5,5440.66,10037.0,13605.23
P/E ratio,,,,,,,,,46.74,41.68,61.58,62.45
