metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,761.33,1056.4,1459.5,1073.03,853.92,1877.05,2006.95,2216.4,2616.0
EPS in Rs,,,,,,,,,33.35,45.5,57.53,66.71,
Equity Capital (Rs Cr),,,,,,,,,107.0,107.0,107.0,214.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,,,,,,,,,214000000.0,214000000.0,214000000.0,428000000.0,
Market Cap (Rs Cr),,,,,,,,,18273.89,40168.87,42948.73,94861.92,112162.0
P/E ratio,,,,,,,,,25.6,41.25,34.89,33.22,38.0
