metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),56.5,49.4,48.1,36.1,10.65,1.25,4.35,13.5,9.95,28.25,42.98,20.36,23.4
EPS in Rs,3.67,3.19,3.94,3.0,-10.52,-14.53,0.82,-2.84,-1.26,-5.15,7.34,-0.81,
Equity Capital (Rs Cr),2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,3400.0,3735.0,4017.0,4017.0,4136.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,2805000000.0,2805000000.0,2805000000.0,2805000000.0,2805000000.0,2805000000.0,2805000000.0,3400000000.0,3735000000.0,4017000000.0,4017000000.0,4136000000.0,
Market Cap (Rs Cr),15848.25,13856.7,13492.05,10126.05,2987.32,350.62,1220.17,4590.0,3716.32,11348.02,17265.07,8420.9,9682.0
P/E ratio,15.4,15.49,12.21,12.03,-1.01,-0.09,5.3,-4.75,-7.9,-5.49,5.86,-25.14,
