metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,714.85,1340.7,1673.2,1428.85,4054.3,6155.4,4759.65,4938.4,4491.35,4013.8,4038.0
EPS in Rs,238.3,49.25,56.91,64.65,87.37,87.3,110.79,225.27,149.02,154.72,155.21,169.25,
Equity Capital (Rs Cr),16.0,17.0,17.0,17.0,17.0,17.0,18.0,30.0,30.0,30.0,30.0,30.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,160000000.0,170000000.0,170000000.0,170000000.0,170000000.0,170000000.0,180000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,
Market Cap (Rs Cr),,,12152.45,22791.9,28444.4,24290.45,72977.4,184662.0,142789.5,148152.0,134740.5,120414.0,119783.0
P/E ratio,,,12.56,20.74,19.15,16.37,36.59,27.32,31.94,31.92,28.94,23.72,22.2
