metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),1369.2,1329.3,1165.15,1064.65,1182.95,1139.05,2902.65,4516.1,4310.9,6356.8,6616.2,7419.0
EPS in Rs,24.43,16.99,15.88,8.44,16.96,32.7,10.46,73.42,56.97,62.5,100.56,135.04
Equity Capital (Rs Cr),70.0,70.0,70.0,70.0,70.0,70.0,72.0,72.0,72.0,72.0,72.0,72.0
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Shares Outstanding,140000000.0,140000000.0,140000000.0,140000000.0,140000000.0,140000000.0,144000000.0,144000000.0,144000000.0,144000000.0,144000000.0,144000000.0
Market Cap (Rs Cr),19168.8,18610.2,16312.1,14905.1,16561.3,15946.7,41798.16,65031.84,62076.96,91537.92,95273.28,106833.6
P/E ratio,56.05,78.24,73.37,126.14,69.75,34.83,277.5,61.51,75.67,101.71,65.79,54.94
