metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,346.09,429.85,458.0
EPS in Rs,,,,,,,,,50.68,50.46,49.95,22.74,
Equity Capital (Rs Cr),,,,,,,,,17.0,17.0,17.0,85.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,,,,,,170000000.0,170000000.0,170000000.0,850000000.0,
Market Cap (Rs Cr),,,,,,,,,,,5883.53,36537.25,38852.0
P/E ratio,,,,,,,,,,,6.93,18.9,20.2
