metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,528.45,636.8,402.65,783.45,959.0,1343.0
EPS in Rs,-123.02,-331.99,,,-726.78,-470.27,-280.42,-36.9,-28.02,-22.3,-10.33,8.64,
Equity Capital (Rs Cr),30.0,46.0,,,58.0,60.0,60.0,65.0,63.0,64.0,64.0,64.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,300000000.0,460000000.0,,,580000000.0,600000000.0,600000000.0,650000000.0,630000000.0,640000000.0,640000000.0,640000000.0,
Market Cap (Rs Cr),,,,,,,,34349.25,40118.4,25769.6,50140.8,61376.0,86044.0
P/E ratio,,,,,,,,-14.32,-22.73,-18.06,-75.84,111.0,106.0
