metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),163.15,173.01,309.35,304.85,276.1,22.45,15.6,12.3,15.05,23.2,16.88,17.25,22.8
EPS in Rs,9.56,12.03,14.63,18.38,7.38,-13.09,-1.39,0.42,0.26,0.45,0.78,1.12,
Equity Capital (Rs Cr),418.0,421.0,456.0,461.0,463.0,2510.0,5011.0,5011.0,5751.0,5754.0,6271.0,6276.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,2090000000.0,2105000000.0,2280000000.0,2305000000.0,2315000000.0,12550000000.0,25055000000.0,25055000000.0,28755000000.0,28770000000.0,31355000000.0,31380000000.0,
Market Cap (Rs Cr),34098.35,36418.61,70531.8,70267.93,63917.15,28174.75,39085.8,30817.65,43276.28,66746.4,52927.24,54130.5,71470.0
P/E ratio,17.07,14.38,21.14,16.59,37.41,-1.72,-11.22,29.29,57.88,51.56,21.64,15.4,18.9
