nse_symbol,status
360ONE,ok
3MINDIA,ok
ABLBL,ok
ABREL,ok
ABB,ok
ACC,ok
ACMESOLAR,ok
AIAENG,ok
APLAPOLLO,ok
AUBANK,ok
AWL,ok
AADHARHFC,ok
AARTIIND,ok
AAVAS,ok
ABBOTINDIA,ok
ACE,ok
ACUTAAS,ok
ADANIENSOL,ok
ADANIENT,ok
ADANIGREEN,ok
ADANIPORTS,ok
ADANIPOWER,ok
ATGL,ok
ABSLAMC,ok
ABCAPITAL,ok
ABFRL,ok
CPPLUS,ok
AEGISLOG,ok
AEGISVOPAK,ok
AFCONS,ok
AFFLE,ok
AJANTPHARM,ok
ALKEM,ok
ABDL,ok
ARE&M,ok
AMBER,ok
AMBUJACEM,ok
ANANDRATHI,ok
ANANTRAJ,ok
ANGELONE,ok
ANTHEM,ok
ANURAS,ok
APARINDS,ok
APOLLOHOSP,ok
APOLLOTYRE,ok
APTUS,ok
ASAHIINDIA,ok
ASHOKLEY,ok
ASIANPAINT,ok
ASTERDM,ok
ASTRAL,ok
ATHERENERG,ok
ATUL,ok
AUROPHARMA,ok
AIIL,ok
DMART,ok
AXISBANK,ok
BEML,ok
BLS,ok
BSE,ok
BAJAJ-AUTO,ok
BAJFINANCE,ok
BAJAJFINSV,ok
BAJAJHLDNG,ok
BAJAJHFL,ok
BALKRISIND,ok
BALRAMCHIN,ok
BANDHANBNK,ok
BANKBARODA,ok
BANKINDIA,ok
MAHABANK,ok
BATAINDIA,ok
BAYERCROP,ok
BELRISE,ok
BERGEPAINT,ok
BDL,ok
BEL,ok
BHARATFORG,ok
BHEL,ok
BPCL,ok
BHARTIARTL,ok
BHARTIHEXA,ok
BIKAJI,ok
GROWW,ok
BIOCON,ok
BSOFT,ok
BLUEDART,ok
BLUEJET,ok
BLUESTARCO,ok
BBTC,ok
BOSCHLTD,ok
FIRSTCRY,ok
BRIGADE,ok
BRITANNIA,ok
MAPMYINDIA,ok
CCL,ok
CESC,ok
CGPOWER,ok
CIEINDIA,ok
CRISIL,ok
CAMS,ok
CANFINHOME,ok
CANBK,ok
CANHLIFE,ok
CAPLIPOINT,ok
CGCL,ok
CARBORUNIV,ok
CARTRADE,ok
CASTROLIND,ok
CEATLTD,ok
CEMPRO,ok
CENTRALBK,ok
CDSL,ok
CHALET,ok
CHAMBLFERT,ok
CHENNPETRO,ok
CHOICEIN,ok
CHOLAHLDNG,ok
CHOLAFIN,ok
CIPLA,ok
CUB,ok
CLEAN,ok
COALINDIA,ok
COCHINSHIP,ok
COFORGE,ok
COHANCE,ok
COLPAL,ok
CONCORDBIO,ok
CONCOR,ok
COROMANDEL,ok
CRAFTSMAN,ok
CREDITACC,ok
CROMPTON,ok
CUMMINSIND,ok
CYIENT,ok
DCMSHRIRAM,ok
DLF,ok
DOMS,ok
DABUR,ok
DALBHARAT,ok
DATAPATTNS,ok
DEEPAKFERT,ok
DEEPAKNTR,ok
DELHIVERY,ok
DEVYANI,ok
DIVISLAB,ok
DIXON,ok
LALPATHLAB,ok
DRREDDY,ok
EIDPARRY,ok
EIHOTEL,ok
EICHERMOT,ok
ELECON,ok
ELGIEQUIP,ok
EMAMILTD,ok
EMCURE,ok
EMMVEE,ok
ENDURANCE,ok
ENGINERSIN,ok
ERIS,ok
ESCORTS,ok
ETERNAL,ok
EXIDEIND,ok
FACT,ok
NYKAA,ok
FEDERALBNK,ok
FINCABLES,ok
FSL,ok
FIVESTAR,ok
FORCEMOT,ok
FORTIS,ok
GAIL,ok
GVT&D,ok
GMRAIRPORT,ok
GABRIEL,ok
GALLANTT,ok
GRSE,ok
GICRE,ok
GILLETTE,ok
GLAND,ok
GLAXO,ok
GLENMARK,ok
MEDANTA,ok
GODIGIT,ok
GPIL,ok
GODFRYPHLP,ok
GODREJCP,ok
GODREJIND,ok
GODREJPROP,ok
GRANULES,ok
GRAPHITE,ok
GRASIM,ok
GRAVITA,ok
GESHIP,ok
FLUOROCHEM,ok
GMDCLTD,ok
HEG,ok
HBLENGINE,ok
HCLTECH,ok
HDBFS,ok
HDFCAMC,ok
HDFCBANK,ok
HDFCLIFE,ok
HAVELLS,ok
HEROMOTOCO,ok
HEXT,ok
HFCL,ok
HSCL,ok
HINDALCO,ok
HAL,ok
HINDCOPPER,ok
HINDPETRO,ok
HINDUNILVR,ok
HINDZINC,ok
POWERINDIA,ok
HOMEFIRST,ok
HONASA,ok
HONAUT,ok
HUDCO,ok
HYUNDAI,ok
IRCTC,ok
IRFC,ok
ICICIAMC,ok
ICICIBANK,ok
ICICIGI,ok
ICICIPRULI,ok
IDBI,ok
IDFCFIRSTB,ok
IFCI,ok
IIFL,ok
IRB,ok
IRCON,ok
ITCHOTELS,ok
ITC,ok
ITI,ok
INDGN,ok
INDIACEM,ok
INDIAMART,ok
INDIANB,ok
IEX,ok
INDHOTEL,ok
IOC,ok
IOB,ok
IREDA,ok
IGL,ok
INDUSTOWER,ok
INDUSINDBK,ok
NAUKRI,ok
INFY,ok
INOXWIND,ok
INTELLECT,ok
INDIGO,ok
IGIL,ok
IKS,ok
IPCALAB,ok
JBCHEPHARM,ok
JKCEMENT,ok
JBMA,ok
JKTYRE,ok
JMFINANCIL,ok
JPPOWER,ok
JSWCEMENT,ok
JSWDULUX,ok
JSWENERGY,ok
JSWINFRA,ok
JSWSTEEL,ok
JAINREC,ok
J&KBANK,ok
JINDALSAW,ok
JSL,ok
JINDALSTEL,ok
JIOFIN,ok
JUBLFOOD,ok
JUBLINGREA,ok
JUBLPHARMA,ok
JWL,ok
JYOTICNC,ok
KPRMILL,ok
KEI,ok
KFINTECH,ok
KPITTECH,ok
KAJARIACER,ok
KPIL,ok
KALYANKJIL,ok
KARURVYSYA,ok
KAYNES,ok
KEC,ok
KIRLOSENG,ok
KOTAKBANK,ok
KIMS,ok
LTFOODS,ok
LTF,ok
LTTS,ok
LGEINDIA,ok
LICHSGFIN,ok
LTM,ok
LT,ok
LATENTVIEW,ok
LAURUSLABS,ok
THELEELA,ok
LEMONTREE,ok
LENSKART,ok
LICI,ok
LINDEINDIA,ok
LLOYDSME,ok
LODHA,ok
LUPIN,ok
MMTC,ok
MRF,ok
MGL,ok
M&MFIN,ok
M&M,ok
MANAPPURAM,ok
MRPL,ok
MANKIND,ok
MARICO,ok
MARUTI,ok
MFSL,ok
MAXHEALTH,ok
MAZDOCK,ok
MEESHO,ok
MINDACORP,ok
MSUMI,ok
MOTILALOFS,ok
MPHASIS,ok
MCX,ok
MUTHOOTFIN,ok
NATCOPHARM,ok
NBCC,ok
NCC,ok
NHPC,ok
NLCINDIA,ok
NMDC,ok
NSLNISP,ok
NTPCGREEN,ok
NTPC,ok
NH,ok
NATIONALUM,ok
NAVA,ok
NAVINFLUOR,ok
NESTLEIND,ok
NETWEB,ok
NEULANDLAB,ok
NEWGEN,ok
NAM-INDIA,ok
NIVABUPA,ok
NUVAMA,ok
NUVOCO,ok
OBEROIRLTY,ok
ONGC,ok
OIL,ok
OLAELEC,ok
OLECTRA,ok
PAYTM,ok
ONESOURCE,ok
OFSS,ok
POLICYBZR,ok
PCBL,ok
PGEL,ok
PIIND,ok
PNBHOUSING,ok
PTCIL,ok
PVRINOX,ok
PAGEIND,ok
PARADEEP,ok
PATANJALI,ok
PERSISTENT,ok
PETRONET,ok
PFIZER,ok
PHOENIXLTD,ok
PWL,ok
PIDILITIND,ok
PINELABS,ok
PIRAMALFIN,ok
PPLPHARMA,ok
POLYMED,ok
POLYCAB,ok
POONAWALLA,ok
PFC,ok
POWERGRID,ok
PREMIERENE,ok
PRESTIGE,ok
PNB,ok
RRKABEL,ok
RBLBANK,ok
RECLTD,ok
RHIM,ok
RITES,ok
RADICO,ok
RVNL,ok
RAILTEL,ok
RAINBOW,ok
RKFORGE,ok
REDINGTON,ok
RELIANCE,ok
RPOWER,ok
SBFC,ok
SBICARD,ok
SBILIFE,ok
SJVN,ok
SRF,ok
SAGILITY,ok
SAILIFE,ok
SAMMAANCAP,ok
MOTHERSON,ok
SAPPHIRE,ok
SARDAEN,ok
SAREGAMA,ok
SCHAEFFLER,ok
SCHNEIDER,ok
SCI,ok
SHREECEM,ok
SHRIRAMFIN,ok
SHYAMMETL,ok
ENRIN,ok
SIEMENS,ok
SIGNATURE,ok
SOBHA,ok
SOLARINDS,ok
SONACOMS,ok
SONATSOFTW,ok
STARHEALTH,ok
SBIN,ok
SAIL,ok
SUMICHEM,ok
SUNPHARMA,ok
SUNTV,ok
SUNDARMFIN,ok
SUPREMEIND,ok
SPLPETRO,ok
SUZLON,ok
SWANCORP,ok
SWIGGY,ok
SYNGENE,ok
SYRMA,ok
TARIL,ok
TBOTEK,ok
TVSMOTOR,ok
TATACAP,ok
TATACHEM,ok
TATACOMM,ok
TCS,ok
TATACONSUM,ok
TATAELXSI,ok
TATAINVEST,ok
TMCV,ok
TMPV,ok
TATAPOWER,ok
TATASTEEL,ok
TATATECH,ok
TTML,ok
TECHM,ok
TECHNOE,ok
TEGA,ok
TEJASNET,ok
TENNIND,ok
NIACL,ok
RAMCOCEM,ok
THERMAX,ok
TIMKEN,ok
TITAGARH,ok
TITAN,ok
TORNTPHARM,ok
TORNTPOWER,ok
TRAVELFOOD,ok
TRENT,ok
TRIDENT,ok
TRITURBINE,ok
TIINDIA,ok
UCOBANK,ok
UPL,ok
UTIAMC,ok
ULTRACEMCO,ok
UNIONBANK,ok
UBL,ok
UNITDSPR,ok
UNOMINDA,ok
URBANCO,ok
USHAMART,ok
VTL,ok
VBL,ok
VEDL,ok
VIJAYA,ok
VMM,ok
IDEA,ok
VOLTAS,ok
WAAREEENER,ok
WELCORP,ok
WELSPUNLIV,ok
WHIRLPOOL,ok
WIPRO,ok
WOCKPHARMA,ok
YESBANK,ok
ZFCVINDIA,ok
ZEEL,ok
ZENTEC,ok
ZENSARTECH,ok
ZYDUSLIFE,ok
ZYDUSWELL,ok
ECLERX,ok
