metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,968.2,3868.98,2161.32,2509.88,2645.45,2068.7,1986.2
EPS in Rs,-17.43,-63.34,-35.16,27.38,3.5,25.5,46.09,48.71,46.38,55.68,91.73,79.0
Equity Capital (Rs Cr),9.0,9.0,9.0,10.0,29.0,29.0,30.0,31.0,31.0,60.0,60.0,60.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,9000000.0,9000000.0,9000000.0,10000000.0,29000000.0,29000000.0,30000000.0,31000000.0,31000000.0,60000000.0,60000000.0,60000000.0
Market Cap (Rs Cr),,,,,,2807.78,11606.94,6700.09,7780.63,15872.7,12412.2,11917.2
P/E ratio,,,,,,37.97,83.94,44.37,54.12,47.51,22.55,25.14
