metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),131.32,136.13,174.44,209.56,268.15,259.21,350.6,350.77,346.57,357.1,434.24,353.4,390.0
EPS in Rs,3.94,3.77,5.37,6.51,7.55,8.98,10.08,12.18,15.03,18.32,22.26,19.39,
Equity Capital (Rs Cr),386.0,917.0,920.0,953.0,954.0,957.0,991.0,992.0,993.0,994.0,994.0,995.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,3860000000.0,9170000000.0,9200000000.0,9530000000.0,9540000000.0,9570000000.0,9910000000.0,9920000000.0,9930000000.0,9940000000.0,9940000000.0,9950000000.0,
Market Cap (Rs Cr),50689.52,124831.21,160484.8,199710.68,255815.1,248063.97,347444.6,347963.84,344144.01,354957.4,431634.56,351633.0,388246.0
P/E ratio,33.33,36.11,32.48,32.19,35.52,28.87,34.78,28.8,23.06,19.49,19.51,18.23,19.4
