metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),74.2,65.1,107.3,126.22,121.1,56.03,190.75,279.55,438.15,601.7,481.7,467.15,612.0
EPS in Rs,1.52,1.61,2.34,3.01,3.25,1.34,3.23,5.63,11.7,9.85,11.05,13.57,
Equity Capital (Rs Cr),16.0,16.0,16.0,16.0,16.0,16.0,32.0,32.0,32.0,32.0,32.0,32.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,320000000.0,320000000.0,320000000.0,320000000.0,320000000.0,320000000.0,
Market Cap (Rs Cr),1187.2,1041.6,1716.8,2019.52,1937.6,896.48,6104.0,8945.6,14020.8,19254.4,15414.4,14948.8,19403.0
P/E ratio,48.82,40.43,45.85,41.93,37.26,41.81,59.06,49.65,37.45,61.09,43.59,34.43,44.0
