metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),461.94,439.67,573.53,439.67,417.6,190.19,528.79,765.91,628.7,1591.85,1609.78,1369.4,1750.0
EPS in Rs,0.71,7.73,10.18,15.57,7.58,7.67,8.27,15.46,18.96,33.83,35.12,16.97,
Equity Capital (Rs Cr),42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,
Market Cap (Rs Cr),3880.3,3693.23,4817.65,3693.23,3507.84,1597.6,4441.84,6433.64,5281.08,13371.54,13522.15,11502.96,14579.0
P/E ratio,650.62,56.88,56.34,28.24,55.09,24.8,63.94,49.54,33.16,47.05,45.84,80.7,103.0
