metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),154.8,148.8,191.99,282.44,261.74,89.75,198.95,159.15,231.65,278.8,283.0,286.1,386.0
EPS in Rs,7.13,6.03,4.0,8.53,13.15,7.73,5.56,8.18,14.91,13.9,16.27,20.54,
Equity Capital (Rs Cr),113.0,113.0,113.0,123.0,123.0,123.0,246.0,247.0,247.0,247.0,247.0,278.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,565000000.0,565000000.0,565000000.0,615000000.0,615000000.0,615000000.0,1230000000.0,1235000000.0,1235000000.0,1235000000.0,1235000000.0,1390000000.0,
Market Cap (Rs Cr),8746.2,8407.2,10847.43,17370.06,16097.01,5519.62,24470.85,19655.03,28608.78,34431.8,34950.5,39767.9,53618.0
P/E ratio,21.71,24.68,48.0,33.11,19.9,11.61,35.78,19.46,15.54,20.06,17.39,13.93,16.0
