metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),113.36,144.06,151.65,148.69,218.48,150.71,201.25,302.1,214.35,205.55,256.27,53.89,60.2
EPS in Rs,,,,,3.72,-1.89,-7.93,-1.16,-0.38,-6.19,-3.08,-6.36,
Equity Capital (Rs Cr),,,,,773.0,774.0,915.0,938.0,949.0,1015.0,1220.0,1221.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,773000000.0,774000000.0,915000000.0,938000000.0,949000000.0,1015000000.0,1220000000.0,1221000000.0,
Market Cap (Rs Cr),,,,,16888.5,11664.95,18414.38,28336.98,20341.81,20863.33,31264.94,6579.97,7352.0
P/E ratio,,,,,58.73,-79.74,-25.38,-260.43,-564.08,-33.21,-83.2,-8.47,
