metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),37.05,28.95,33.65,13.6,13.6,8.9,20.8,16.7,24.75,62.35,46.34,61.33,79.6
EPS in Rs,4.37,1.01,-11.61,-4.28,-17.3,0.68,0.87,1.71,3.87,5.75,7.21,9.12,
Equity Capital (Rs Cr),1063.0,1168.0,1168.0,2598.0,2753.0,5824.0,6560.0,6730.0,6730.0,7081.0,7692.0,7692.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,1063000000.0,1168000000.0,1168000000.0,2598000000.0,2753000000.0,5824000000.0,6560000000.0,6730000000.0,6730000000.0,7081000000.0,7692000000.0,7692000000.0,
Market Cap (Rs Cr),3938.41,3381.36,3930.32,3533.28,3744.08,5183.36,13644.8,11239.1,16656.75,44150.04,35644.73,47175.04,61248.0
P/E ratio,8.48,28.66,-2.9,-3.18,-0.79,13.09,23.91,9.77,6.4,10.84,6.43,6.72,8.75
