metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),46.65,39.5,76.5,66.45,53.05,29.1,54.05,121.8,78.4,152.55,175.53,386.1,419.0
EPS in Rs,5.13,3.05,3.45,6.94,9.29,0.73,7.07,16.07,7.81,10.83,28.68,31.56,
Equity Capital (Rs Cr),1289.0,1289.0,966.0,966.0,933.0,933.0,918.0,918.0,918.0,918.0,918.0,918.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,2578000000.0,2578000000.0,1932000000.0,1932000000.0,1866000000.0,1866000000.0,1836000000.0,1836000000.0,1836000000.0,1836000000.0,1836000000.0,1836000000.0,
Market Cap (Rs Cr),12026.37,10183.1,14779.8,12838.14,9899.13,5430.06,9923.58,22362.48,14394.24,28008.18,32227.31,70887.96,76992.0
P/E ratio,9.09,12.95,22.17,9.57,5.71,39.86,7.64,7.58,10.04,14.09,6.12,12.23,13.3
