metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,1992.4,1267.9,1329.35,1167.35,656.4,734.0
EPS in Rs,,,,345.41,689.84,1051.67,18.68,21.51,27.78,22.97,24.88,21.61,
Equity Capital (Rs Cr),,,,1.0,1.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,10000000.0,10000000.0,10000000.0,110000000.0,110000000.0,110000000.0,110000000.0,110000000.0,110000000.0,
Market Cap (Rs Cr),,,,,,,,21916.4,13946.9,14622.85,12840.85,7220.4,7802.0
P/E ratio,,,,,,,,92.63,45.64,57.87,46.92,30.37,33.5
