metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,637.85,1324.8,1472.5,2187.5,2859.05,4003.35,3401.05,4525.6,4083.2,3956.8,3921.0
EPS in Rs,3.77,5.7,7.67,12.92,14.46,20.09,16.97,23.04,36.69,38.97,41.61,45.56,
Equity Capital (Rs Cr),562.0,562.0,624.0,624.0,624.0,648.0,648.0,648.0,648.0,651.0,651.0,652.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,562000000.0,562000000.0,624000000.0,624000000.0,624000000.0,648000000.0,648000000.0,648000000.0,648000000.0,651000000.0,651000000.0,652000000.0,
Market Cap (Rs Cr),,,39801.84,82667.52,91884.0,141750.0,185266.44,259417.08,220388.04,294616.56,265816.32,257983.36,255746.0
P/E ratio,,,83.16,102.54,101.83,108.89,168.48,173.76,92.7,116.13,98.13,86.85,83.6
