symbol,status,days,note
ICICIBANK,ok,1486,
AXISBANK,ok,1486,
INFY,ok,1486,
SBIN,ok,1486,
RELIANCE,ok,1486,
TCS,ok,1486,
LT,ok,1486,
YESBANK,ok,1486,
ITC,ok,1486,
HDFC,ok,1486,
HCLTECH,ok,1486,
TATASTEEL,ok,1486,
TATAMOTORS,ok,1486,
HDFCBANK,ok,1486,
JPASSOCIAT,ok,1486,
BHARTIARTL,ok,1486,
TECHM,ok,1486,
DLF,ok,1486,
SUNPHARMA,ok,1486,
AUROPHARMA,ok,1486,
BANKBARODA,ok,1486,
ONGC,ok,1486,
HINDALCO,ok,1486,
MCDOWELL-N,ok,1486,
IDFC,ok,1486,
MARUTI,ok,1486,
TATAELXSI,ok,1486,
DRREDDY,ok,1486,
M&M,ok,1486,
INDUSINDBK,ok,1486,
PNB,ok,1486,
RELINFRA,ok,1486,
WIPRO,ok,1486,
L&TFH,ok,1486,
SSLT,ok,280,
BANKINDIA,ok,1486,
APOLLOTYRE,ok,1486,
RELCAPITAL,ok,1486,
ADANIENT,ok,1486,
LICHSGFIN,ok,1486,
NTPC,ok,1486,
COALINDIA,ok,1486,
BHEL,ok,1486,
HEROMOTOCO,ok,1486,
RANBAXY,ok,259,
BPCL,ok,1486,
RCOM,ok,1427,
JSWSTEEL,ok,1486,
JUSTDIAL,ok,1486,
HINDUNILVR,ok,1486,
CANBK,ok,1486,
ZEEL,ok,1486,
IDEA,ok,1486,
KOTAKBANK,ok,1486,
POWERGRID,ok,1486,
ABAN,ok,1371,
PFC,ok,1486,
CROMPGREAV,ok,732,
HDIL,ok,1396,
HINDPETRO,ok,1486,
CAIRN,ok,764,
JINDALSTEL,ok,1486,
M&MFIN,ok,1486,
BAJAJ-AUTO,ok,1486,
CIPLA,ok,1486,
POLARIS,ok,1064,
SRTRANSFIN,ok,1486,
VOLTAS,ok,1486,
MCX,ok,1486,
GAIL,ok,1486,
UNIONBANK,ok,1486,
LUPIN,ok,1486,
ARVIND,ok,1486,
TATAPOWER,ok,1486,
FINANTECH,ok,700,
UNITECH,ok,1290,
BHARATFORG,ok,1486,
KTKBANK,ok,1486,
ACC,ok,1486,
ASHOKLEY,ok,1486,
ULTRACEMCO,ok,1486,
ADANIPORTS,ok,1486,
ASIANPAINT,ok,1486,
LIQUIDBEES,ok,1486,
RECLTD,ok,1486,
WOCKPHARMA,ok,1486,
SIEMENS,ok,1486,
ORIENTBANK,ok,1479,
SAIL,ok,1486,
IBREALEST,ok,1486,
TITAN,ok,1486,
TATAGLOBAL,ok,1463,
CEATLTD,ok,1486,
AMBUJACEM,ok,1486,
ABB,ok,1476,
IRB,ok,1486,
TATASPONGE,ok,1344,
NMDC,ok,1486,
MOTHERSUMI,ok,1486,
FEDERALBNK,ok,1486,
RPOWER,ok,1486,
TATAMTRDVR,ok,1486,
TATACOMM,ok,1476,
INFRATEL,ok,1486,
GLENMARK,ok,1486,
UPL,ok,1486,
CENTURYTEX,ok,1486,
JETAIRWAYS,ok,1300,
BIOCON,ok,1486,
VIPIND,ok,1486,
MRF,ok,1486,
DIVISLAB,ok,1486,
HEXAWARE,ok,1486,
IOC,ok,1486,
AMTEKAUTO,ok,935,
ALBK,ok,1478,
ADANIPOWER,ok,1486,
DELTACORP,ok,1486,
ENGINERSIN,ok,1486,
RIIL,ok,1486,
SUNTV,ok,1486,
UCOBANK,ok,1486,
SRF,ok,1486,
GLAXO,ok,1486,
IFCI,ok,1486,
GRASIM,ok,1486,
EXIDEIND,ok,1486,
DABUR,ok,1486,
JKTYRE,ok,1486,
SINTEX,ok,1427,
CESC,ok,1486,
HAVELLS,ok,1486,
EICHERMOT,ok,1486,
BFUTILITIE,ok,1486,
JISLJALEQS,ok,1486,
HCL-INSYS,ok,1486,
CUMMINSIND,ok,1486,
TATACHEM,ok,1486,
GMRINFRA,ok,1486,
BATAINDIA,ok,1486,
ABIRLANUVO,ok,811,
PETRONET,ok,1486,
DISHTV,ok,1486,
JPPOWER,ok,1486,
SYNDIBANK,ok,1478,
NESTLEIND,ok,1486,
TATACOFFEE,ok,1486,
IGL,ok,1486,
GATI,ok,1460,
OIL,ok,1486,
ASTRAZEN,ok,1486,
SKSMICRO,ok,565,
HINDZINC,ok,1486,
TVSMOTOR,ok,1486,
ESCORTS,ok,1486,
PAGEIND,ok,1486,
IBULHSGFIN,ok,1486,
MINDTREE,ok,1486,
BEML,ok,1460,
GODREJCP,ok,1486,
PERSISTENT,ok,1486,
INDIACEM,ok,1486,
SHREECEM,ok,1486,
JSWHL,ok,1486,
APOLLOHOSP,ok,1486,
GODREJIND,ok,1486,
CARERATING,ok,1486,
TORNTPOWER,ok,1486,
MONSANTO,ok,1361,
GEOMETRIC,ok,735,
JAICORPLTD,ok,1486,
SOBHA,ok,1486,
JUBLFOOD,ok,1486,
FRL,ok,528,
GODREJPROP,ok,1486,
COX&KINGS,ok,1409,
CADILAHC,ok,1486,
NAUKRI,ok,1486,
STCINDIA,ok,1406,
APLLTD,ok,1486,
JSWENERGY,ok,1486,
MCLEODRUSS,ok,1467,
IDBI,ok,1486,
TATAINVEST,ok,1486,
ANDHRABANK,ok,1478,
UBL,ok,1486,
DEN,ok,1431,
INGVYSYABK,ok,266,
PTC,ok,1486,
KSCL,ok,1486,
J&KBANK,ok,1486,
GPPL,ok,1486,
COLPAL,ok,1486,
FINCABLES,ok,1486,
OFSS,ok,1486,
IPCALAB,ok,1486,
TTKPRESTIG,ok,1486,
RAYMOND,ok,1486,
AMARAJABAT,ok,1486,
TV18BRDCST,ok,1475,
BRITANNIA,ok,1486,
IOB,ok,1486,
STAR,ok,1486,
TRENT,ok,1486,
ANANTRAJ,ok,1486,
NHPC,ok,1486,
RADICO,ok,1486,
KARURVYSYA,ok,1486,
DHFL,ok,1486,
BALKRISIND,ok,1476,
BOSCHLTD,ok,1486,
RENUKA,ok,1486,
SOUTHBANK,ok,1486,
WHEELS,ok,1486,
MUTHOOTFIN,ok,1486,
MPHASIS,ok,1486,
MONNETISPA,ok,1046,
JUBILANT,ok,1486,
ABGSHIP,ok,703,
BAJFINANCE,ok,1486,
IVRCLINFRA,ok,1196,
MMTC,ok,1486,
MASTEK,ok,1476,
CMC,ok,381,
ROLTA,ok,1289,
PIDILITIND,ok,1486,
DISHMAN,ok,787,
GOLDBEES,ok,1486,
GSKCONS,ok,1486,
BGRENERGY,ok,1486,
PUNJLLOYD,ok,1265,
PEL,ok,1486,
NCC,ok,1486,
THERMAX,ok,1486,
AMTEKINDIA,ok,277,
SUZLON,ok,1460,
ESSDEE,ok,889,
SELAN,ok,1428,
NUCLEUS,ok,1486,
HTMEDIA,ok,1476,
MARICO,ok,1486,
CONCOR,ok,1486,
SHRIRAMCIT,ok,1486,
REDINGTON,ok,1486,
NIITTECH,ok,1486,
INDIANB,ok,1486,
DENABANK,ok,1226,
BEL,ok,1486,
MARKSANS,ok,1486,
BOMDYEING,ok,1408,
OBEROIRLTY,ok,1486,
GVKPIL,ok,1361,
AJANTPHARM,ok,1486,
BAJAJELEC,ok,1486,
ESSAROIL,ok,458,
SPARC,ok,1486,
HONDAPOWER,ok,1460,
PFIZER,ok,1486,
TIMKEN,ok,1486,
GMDCLTD,ok,1486,
TORNTPHARM,ok,1486,
EMAMILTD,ok,1486,
THEBYKE,ok,217,
RAJTV,ok,1280,
HINDCOPPER,ok,1486,
BASF,ok,1486,
PRESTIGE,ok,1486,
FSL,ok,1486,
LOVABLE,ok,1486,
AIAENG,ok,1486,
RAMCOCEM,ok,1486,
HCC,ok,1475,
PRAJIND,ok,1486,
GESHIP,ok,1486,
RALLIS,ok,1486,
SYMPHONY,ok,1486,
DCBBANK,ok,1486,
COROMANDEL,ok,1486,
KPIT,ok,1219,
TRF,ok,1384,
PIIND,ok,1486,
OMAXE,ok,1486,
BERGEPAINT,ok,1486,
EROSMEDIA,ok,1431,
GUJFLUORO,ok,1319,
GRANULES,ok,1486,
HSIL,ok,1431,
GDL,ok,1486,
JKLAKSHMI,ok,1486,
MAX,ok,472,
LIBERTSHOE,ok,1455,
IGARASHI,ok,1486,
JYOTHYLAB,ok,1486,
KOLTEPATIL,ok,1486,
INDHOTEL,ok,1486,
BAJAJHIND,ok,1486,
ALSTOMT&D,ok,614,
JMFINANCIL,ok,1486,
WABAG,ok,1460,
CORPBANK,ok,1478,
BALRAMCHIN,ok,1486,
VTL,ok,1486,
KESORAMIND,ok,1390,
MANAPPURAM,ok,1486,
SKFINDIA,ok,1486,
CCL,ok,1486,
SREINFRA,ok,1486,
BAYERCROP,ok,1486,
PVR,ok,1486,
ORCHIDCHEM,ok,435,
NATCOPHARM,ok,1460,
GSFC,ok,1486,
ECLERX,ok,1486,
GSPL,ok,1486,
DCMSHRIRAM,ok,1478,
CMAHENDRA,ok,379,
JAGRAN,ok,1486,
JPINFRATEC,ok,1365,
RSSOFTWARE,ok,1464,
PIPAVAVDOC,ok,484,
GITANJALI,ok,1012,
DHANUKA,ok,1486,
RELMEDIA,ok,36,
DALMIABHA,ok,1131,
SUVEN,ok,1477,
ACCELYA,ok,1486,
SWANENERGY,ok,1486,
SANOFI,ok,1486,
GULFOILCOR,ok,61,
RASOYPR,ok,684,
CUB,ok,1486,
OPTOCIRCUI,ok,1377,
KSBPUMPS,ok,1132,
LITL,ok,917,
THINKSOFT,ok,140,
DHANBANK,ok,1446,
NBCC,ok,1486,
SUPREMEIND,ok,1486,
PHOENIXLTD,ok,1486,
JINDALSAW,ok,1476,
BAJAJFINSV,ok,1486,
SUNDARMFIN,ok,1476,
PCJEWELLER,ok,1486,
SCI,ok,1486,
BBL,ok,1436,
NIFTYBEES,ok,1486,
TI,ok,1386,
WHIRLPOOL,ok,1475,
DBREALTY,ok,1343,
TVTODAY,ok,1486,
FINPIPE,ok,1486,
PATELENG,ok,1460,
KEC,ok,1486,
HINDOILEXP,ok,1486,
MPSLTD,ok,1486,
CENTRALBK,ok,1486,
TCI,ok,1476,
INFOTECENT,ok,52,
CRISIL,ok,1486,
DREDGECORP,ok,1486,
AIL,ok,614,
GMBREW,ok,1486,
SBBJ,ok,737,
SHARONBIO,ok,860,
MAYURUNIQ,ok,1486,
ALOKTEXT,ok,1207,
ELDERPHARM,ok,356,
TALWALKARS,ok,1442,
MAHINDUGIN,ok,191,
BLUESTARCO,ok,1486,
FORTIS,ok,1486,
BHUSANSTL,ok,1164,
OMKARCHEM,ok,1343,
WYETH,ok,182,
SBT,ok,737,
VIDEOIND,ok,1028,
PAPERPROD,ok,1486,
GRUH,ok,1372,
FAGBEARING,ok,830,
WELSPUNIND,ok,1460,
TREEHOUSE,ok,1252,
IL&FSTRANS,ok,1241,
KSERASERA,ok,888,
PENINLAND,ok,1453,
JBCHEPHARM,ok,1486,
GREAVESCOT,ok,1486,
SEINV,ok,946,
MOIL,ok,1486,
BRFL,ok,1241,
