nse_symbol,status
HINDPETRO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
HINDUNILVR,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
HINDZINC,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=3,Other Assets=5"
POWERINDIA,"ok:standalone:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=3,Other Assets=5"
HOMEFIRST,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=8,Other Liabilities=2,Other Assets=4"
HONASA,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=3,Other Assets=5"
HONAUT,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=1,Other Liabilities=3,Other Assets=5"
HUDCO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=9,Other Liabilities=3,Other Assets=4"
HYUNDAI,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
IRCTC,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=1,Other Liabilities=2,Other Assets=5"
IRFC,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=9,Other Liabilities=2,Other Assets=4"
ICICIAMC,"ok:consolidated:headline=10:cols=2;schedules=Fixed Assets=empty,Borrowings=empty,Other Liabilities=empty,Other Assets=empty"
ICICIBANK,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=5,Other Liabilities=3,Other Assets=3"
ICICIGI,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=2,Other Assets=4"
ICICIPRULI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=3,Other Assets=4"
IDBI,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=4,Other Assets=3"
IDFCFIRSTB,"ok:consolidated:headline=11:cols=10;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
IFCI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Other Liabilities=3,Other Assets=5"
IIFL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=4,Other Assets=5"
IRB,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
IRCON,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
ITCHOTELS,"ok:consolidated:headline=10:cols=3;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=4,Other Assets=5"
ITC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
ITI,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=9,Borrowings=4,Other Liabilities=3,Other Assets=5"
INDGN,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=9,Borrowings=5,Other Liabilities=4,Other Assets=4"
INDIACEM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=14,Borrowings=5,Other Liabilities=4,Other Assets=5"
INDIAMART,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=4,Other Assets=4"
INDIANB,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=3,Other Assets=3"
IEX,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=4,Other Assets=4"
INDHOTEL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
IOC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
IOB,"ok:consolidated:headline=11:cols=7;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
IREDA,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Other Liabilities=3,Other Assets=4"
IGL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=4,Other Assets=5"
INDUSTOWER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=2,Other Assets=5"
INDUSINDBK,"ok:consolidated:headline=11:cols=11;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
NAUKRI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
INFY,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=1,Other Liabilities=4,Other Assets=4"
INOXWIND,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
INTELLECT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=4"
INDIGO,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
IGIL,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=1,Other Liabilities=3,Other Assets=5"
IKS,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=9,Borrowings=4,Other Liabilities=2,Other Assets=5"
IPCALAB,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
JBCHEPHARM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
JKCEMENT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
JBMA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
JKTYRE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
JMFINANCIL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
JPPOWER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
JSWCEMENT,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=12,Borrowings=5,Other Liabilities=4,Other Assets=5"
JSWDULUX,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
JSWENERGY,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
JSWINFRA,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=13,Borrowings=4,Other Liabilities=4,Other Assets=5"
JSWSTEEL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
JAINREC,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
J&KBANK,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
JINDALSAW,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=5,Other Liabilities=4,Other Assets=5"
JSL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
JINDALSTEL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
JIOFIN,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=3,Other Assets=4"
JUBLFOOD,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
JUBLINGREA,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=2,Other Assets=5"
JUBLPHARMA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
JWL,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
JYOTICNC,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
KPRMILL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
KEI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
KFINTECH,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=3,Other Assets=4"
KPITTECH,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
KAJARIACER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
KPIL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
KALYANKJIL,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
KARURVYSYA,"ok:standalone:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
KAYNES,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
KEC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
KIRLOSENG,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
KOTAKBANK,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=3,Other Assets=3"
KIMS,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
LTFOODS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
LTF,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=4,Other Assets=4"
LTTS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
LGEINDIA,"ok:standalone:headline=10:cols=7;schedules=Fixed Assets=10,Borrowings=1,Other Liabilities=3,Other Assets=5"
LICHSGFIN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Other Liabilities=3,Other Assets=4"
LTM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
LT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=13,Borrowings=5,Other Liabilities=4,Other Assets=5"
LATENTVIEW,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=9,Borrowings=3,Other Liabilities=4,Other Assets=4"
LAURUSLABS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
THELEELA,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
LEMONTREE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
LENSKART,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=3,Other Assets=5"
LICI,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=3,Other Assets=3"
LINDEINDIA,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
LLOYDSME,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
LODHA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
LUPIN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
MMTC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=3,Other Assets=5"
MRF,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
MGL,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=1,Other Liabilities=4,Other Assets=5"
M&MFIN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=3,Other Assets=4"
M&M,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
MANAPPURAM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=4,Other Assets=4"
MRPL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
MANKIND,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
MARICO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
MARUTI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
MFSL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
MAXHEALTH,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
MAZDOCK,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
MEESHO,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=2,Other Assets=4"
MINDACORP,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
MSUMI,"ok:standalone:headline=10:cols=6;schedules=Fixed Assets=9,Borrowings=3,Other Liabilities=3,Other Assets=5"
MOTILALOFS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
MPHASIS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
MCX,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=1,Other Liabilities=4,Other Assets=4"
MUTHOOTFIN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=3,Other Assets=5"
NATCOPHARM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
NBCC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=4,Other Assets=5"
NCC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=4,Other Assets=5"
NHPC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
NLCINDIA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
NMDC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
NSLNISP,"ok:standalone:headline=10:cols=7;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=2,Other Assets=5"
NTPCGREEN,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
NTPC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
NH,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
NATIONALUM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=2,Other Liabilities=3,Other Assets=5"
NAVA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
NAVINFLUOR,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
NESTLEIND,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=9,Borrowings=3,Other Liabilities=3,Other Assets=5"
NETWEB,"ok:standalone:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
NEULANDLAB,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
NEWGEN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=3,Other Assets=4"
NAM-INDIA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=9,Borrowings=3,Other Liabilities=3,Other Assets=4"
NIVABUPA,"ok:standalone:headline=10:cols=8;schedules=Fixed Assets=7,Borrowings=2,Other Liabilities=2,Other Assets=3"
NUVAMA,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=4,Other Assets=5"
NUVOCO,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
OBEROIRLTY,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
ONGC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
OIL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
OLAELEC,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=3,Other Assets=5"
OLECTRA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
PAYTM,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=3,Other Assets=4"
ONESOURCE,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
OFSS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=3,Other Assets=4"
POLICYBZR,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=8,Borrowings=3,Other Liabilities=4,Other Assets=4"
PCBL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
PGEL,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
PIIND,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
PNBHOUSING,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=9,Other Liabilities=3,Other Assets=4"
PTCIL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
PVRINOX,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
PAGEIND,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
PARADEEP,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
PATANJALI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
PERSISTENT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=4"
PETRONET,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=13,Borrowings=4,Other Liabilities=3,Other Assets=5"
PFIZER,"ok:consolidated:headline=10:cols=3;schedules=Fixed Assets=8,Borrowings=empty,Other Liabilities=2,Other Assets=5"
PHOENIXLTD,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
PWL,"ok:consolidated:headline=10:cols=5;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
PIDILITIND,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
PINELABS,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=3,Other Assets=5"
PIRAMALFIN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=4"
PPLPHARMA,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=3,Other Assets=5"
POLYMED,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
POLYCAB,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
POONAWALLA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Other Liabilities=4,Other Assets=4"
PFC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=3,Other Assets=4"
POWERGRID,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
PREMIERENE,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
PRESTIGE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
PNB,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=6,Other Liabilities=3,Other Assets=3"
RRKABEL,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
RBLBANK,"ok:consolidated:headline=11:cols=10;schedules=Fixed Assets=4,Other Liabilities=3,Other Assets=3"
RECLTD,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=3,Other Assets=5"
RHIM,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
RITES,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
RADICO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=3,Other Assets=5"
RVNL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
RAILTEL,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=11,Borrowings=2,Other Liabilities=3,Other Assets=5"
RAINBOW,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
RKFORGE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
REDINGTON,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
RELIANCE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
RPOWER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=3,Other Liabilities=4,Other Assets=5"
SBFC,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=9,Other Liabilities=2,Other Assets=4"
SBICARD,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=9,Other Liabilities=3,Other Assets=4"
SBILIFE,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=9,Borrowings=empty,Other Liabilities=2,Other Assets=3"
SJVN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
SRF,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
SAGILITY,"ok:consolidated:headline=10:cols=5;schedules=Fixed Assets=9,Borrowings=4,Other Liabilities=2,Other Assets=4"
SAILIFE,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=3,Other Assets=5"
SAMMAANCAP,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Other Liabilities=3,Other Assets=4"
MOTHERSON,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
SAPPHIRE,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
SARDAEN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=9,Borrowings=4,Other Liabilities=4,Other Assets=5"
SAREGAMA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
SCHAEFFLER,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=10,Borrowings=1,Other Liabilities=3,Other Assets=5"
SCHNEIDER,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=3,Other Assets=5"
SCI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
SHREECEM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
SHRIRAMFIN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Other Liabilities=4,Other Assets=4"
SHYAMMETL,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
ENRIN,"ok:standalone:headline=10:cols=4;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=3,Other Assets=5"
SIEMENS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
SIGNATURE,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
SOBHA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
SOLARINDS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
SONACOMS,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
SONATSOFTW,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
STARHEALTH,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=2,Other Assets=3"
SBIN,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=3,Other Assets=3"
SAIL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
