,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Reserves,,1055.0,1422.0,1740.0,1899.0,2172.0,1666.0,2136.0
Borrowings,,10.0,14.0,42.0,23.0,25.0,27.0,18.0
Other Liabilities,,1234.0,672.0,578.0,718.0,798.0,1010.0,1083.0
Total Liabilities,,2311.0,2118.0,2371.0,2652.0,3006.0,2714.0,3248.0
Fixed Assets,,303.0,286.0,306.0,266.0,307.0,338.0,332.0
CWIP,,6.0,12.0,7.0,24.0,23.0,25.0,12.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,2001.0,1820.0,2058.0,2362.0,2676.0,2352.0,2903.0
Total Assets,,2311.0,2118.0,2371.0,2652.0,3006.0,2714.0,3248.0
Land,Fixed Assets,14.0,14.0,14.0,14.0,13.0,13.0,13.0
Building,Fixed Assets,163.0,163.0,189.0,170.0,175.0,196.0,194.0
Plant Machinery,Fixed Assets,216.0,228.0,254.0,264.0,322.0,356.0,390.0
Equipments,Fixed Assets,8.0,8.0,9.0,9.0,8.0,8.0,8.0
Computers,Fixed Assets,13.0,19.0,12.0,10.0,10.0,12.0,8.0
Furniture n fittings,Fixed Assets,14.0,16.0,18.0,19.0,19.0,21.0,23.0
Vehicles,Fixed Assets,7.0,6.0,2.0,1.0,1.0,2.0,3.0
Other fixed assets,Fixed Assets,2.0,2.0,2.0,2.0,3.0,2.0,3.0
Gross Block,Fixed Assets,436.0,456.0,500.0,489.0,552.0,611.0,642.0
Accumulated Depreciation,Fixed Assets,133.0,170.0,194.0,223.0,244.0,273.0,309.0
Long term Borrowings,Borrowings,5.24,7.61,0.0,0.0,0.0,0.0,0.0
Lease Liabilities,Borrowings,0.0,0.0,42.13,23.13,24.57,26.75,18.18
Other Borrowings,Borrowings,4.83,6.19,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,357.0,356.0,313.0,500.0,538.0,764.0,824.0
Advance from Customers,Other Liabilities,6.0,3.0,3.0,3.0,3.0,5.0,4.0
Other liability items,Other Liabilities,871.0,313.0,263.0,215.0,256.0,241.0,256.0
Inventories,Other Assets,367.0,411.0,439.0,457.0,490.0,611.0,532.0
Trade receivables,Other Assets,568.0,587.0,534.0,489.0,528.0,635.0,703.0
Cash Equivalents,Other Assets,855.0,557.0,781.0,1062.0,1328.0,801.0,1358.0
Loans n Advances,Other Assets,32.0,36.0,37.0,39.0,30.0,15.0,18.0
Other asset items,Other Assets,179.0,228.0,268.0,315.0,300.0,291.0,293.0
