,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,167.0,167.0,168.0,168.0,169.0,169.0,260.0,260.0,261.0
Reserves,,6401.0,7376.0,7830.0,8755.0,9703.0,10845.0,14715.0,16603.0,18959.0
Borrowing,,53777.0,71859.0,67735.0,59392.0,52961.0,53621.0,55017.0,62310.0,71199.0
Other Liabilities,,2670.0,4466.0,3197.0,3077.0,2897.0,2238.0,2414.0,3348.0,3094.0
Total Liabilities,,63014.0,83869.0,78930.0,71392.0,65730.0,66874.0,72405.0,82520.0,93512.0
Fixed Assets,,76.0,103.0,251.0,181.0,150.0,146.0,207.0,239.0,279.0
CWIP,,10.0,5.0,4.0,2.0,4.0,3.0,15.0,16.0,1.0
Investments,,2413.0,4561.0,2076.0,2045.0,3483.0,3196.0,4346.0,3381.0,2779.0
Other Assets,,60516.0,79200.0,76599.0,69164.0,62093.0,63528.0,67837.0,78884.0,90453.0
Total Assets,,63014.0,83869.0,78930.0,71392.0,65730.0,66874.0,72405.0,82520.0,93512.0
Building,Fixed Assets,27.17,45.69,239.41,212.48,221.51,247.17,261.95,278.17,
Equipments,Fixed Assets,16.74,27.67,30.92,29.93,31.79,31.74,33.72,37.64,
Computers,Fixed Assets,15.54,23.47,24.35,24.44,31.92,41.31,53.31,66.22,
Furniture n fittings,Fixed Assets,17.94,22.72,23.35,22.12,19.7,19.13,19.18,20.71,
Vehicles,Fixed Assets,0.1,0.1,0.1,0.1,0.1,0.0,0.31,0.31,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.89
Other fixed assets,Fixed Assets,22.22,36.73,47.75,52.85,58.39,62.28,72.53,87.56,
Gross Block,Fixed Assets,99.71,156.38,365.88,341.92,363.41,401.63,441.0,490.61,
Accumulated Depreciation,Fixed Assets,23.59,53.27,114.8,160.65,213.01,255.32,234.22,251.43,
Trade Payables,Other Liabilities,120.0,127.0,87.0,18.0,16.0,30.0,20.0,18.0,15.0
Advance from Customers,Other Liabilities,0.0,136.0,437.0,176.0,207.0,135.0,73.0,87.0,
Other liability items,Other Liabilities,2551.0,4203.0,2673.0,2883.0,2673.0,2073.0,2321.0,3243.0,3080.0
Trade receivables,Other Assets,0.0,39.0,45.0,45.0,43.0,13.0,51.0,50.0,47.0
Cash Equivalents,Other Assets,2817.0,4034.0,8514.0,6969.0,5216.0,3796.0,2607.0,3600.0,3339.0
Loans n Advances,Other Assets,48.0,118.0,67.0,3.0,53.0,274.0,195.0,18.0,86433.0
Other asset items,Other Assets,57650.0,75009.0,67973.0,62147.0,56781.0,59445.0,64983.0,75217.0,634.0
