nse_symbol,status
AFFLE,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
AJANTPHARM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ALKEM,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ABDL,"ok:standalone:headline=12:cols=9;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ARE&M,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
AMBER,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
AMBUJACEM,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
ANANDRATHI,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
ANANTRAJ,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ANGELONE,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
ANTHEM,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
ANURAS,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
APARINDS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
APOLLOHOSP,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
APOLLOTYRE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
APTUS,no_data_on_either_url
ASAHIINDIA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ASHOKLEY,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ASIANPAINT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ASTERDM,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ASTRAL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ATHERENERG,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ATUL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
AUROPHARMA,no_data_on_either_url
AIIL,"ok:consolidated:headline=12:cols=4;schedules=Expenses=4,Other Income=2,Net Profit=HTTP429"
DMART,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
AXISBANK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
BEML,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
BLS,no_data_on_either_url
BSE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
BAJAJ-AUTO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
BAJFINANCE,no_data_on_either_url
BAJAJFINSV,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
BAJAJHLDNG,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
BAJAJHFL,"ok:standalone:headline=12:cols=7;schedules=Expenses=3,Other Income=2,Net Profit=5"
BALKRISIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
BALRAMCHIN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
BANDHANBNK,no_data_on_either_url
BANKBARODA,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
BANKINDIA,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
MAHABANK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
BATAINDIA,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
BAYERCROP,"ok:consolidated:headline=12:cols=2;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
BELRISE,no_data_on_either_url
BERGEPAINT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
BDL,no_data_on_either_url
BEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
BHARATFORG,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
BHEL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
BPCL,no_data_on_either_url
BHARTIARTL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
BHARTIHEXA,no_data_on_either_url
BIKAJI,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
GROWW,"ok:consolidated:headline=12:cols=5;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
BIOCON,no_data_on_either_url
BSOFT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
BLUEDART,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
BLUEJET,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
BLUESTARCO,no_data_on_either_url
BBTC,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
BOSCHLTD,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
FIRSTCRY,no_data_on_either_url
BRIGADE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
BRITANNIA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
MAPMYINDIA,"ok:standalone:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
CCL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
CESC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CGPOWER,no_data_on_either_url
CIEINDIA,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CRISIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CAMS,no_data_on_either_url
CANFINHOME,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
CANBK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
CANHLIFE,no_data_on_either_url
CAPLIPOINT,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
CGCL,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=5"
CARBORUNIV,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CARTRADE,no_data_on_either_url
CASTROLIND,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
CEATLTD,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CEMPRO,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CENTRALBK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=HTTP429,Net Profit=5"
CDSL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
CHALET,no_data_on_either_url
CHAMBLFERT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CHENNPETRO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
CHOICEIN,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CHOLAHLDNG,no_data_on_either_url
CHOLAFIN,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
CIPLA,no_data_on_either_url
CUB,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=5"
CLEAN,no_data_on_either_url
COALINDIA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
COCHINSHIP,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
COFORGE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
COHANCE,no_data_on_either_url
COLPAL,"ok:consolidated:headline=12:cols=5;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CONCORDBIO,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
CONCOR,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
COROMANDEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CRAFTSMAN,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
CREDITACC,no_data_on_either_url
CROMPTON,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CUMMINSIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CYIENT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
DCMSHRIRAM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
DLF,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
DOMS,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
DABUR,no_data_on_either_url
DALBHARAT,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
DATAPATTNS,no_data_on_either_url
DEEPAKFERT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
DEEPAKNTR,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
DELHIVERY,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
DEVYANI,no_data_on_either_url
DIVISLAB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
DIXON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
LALPATHLAB,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
DRREDDY,no_data_on_either_url
EIDPARRY,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
EIHOTEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
EICHERMOT,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ELECON,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ELGIEQUIP,no_data_on_either_url
EMAMILTD,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
EMCURE,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
EMMVEE,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ENDURANCE,no_data_on_either_url
ENGINERSIN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
ERIS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
ESCORTS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
ETERNAL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
EXIDEIND,no_data_on_either_url
FACT,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
NYKAA,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
FEDERALBNK,no_data_on_either_url
FINCABLES,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
FSL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
FIVESTAR,"ok:consolidated:headline=12:cols=5;schedules=Expenses=3,Other Income=HTTP429,Net Profit=5"
FORCEMOT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
FORTIS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
GAIL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
GVT&D,"ok:consolidated:headline=12:cols=1;schedules=Sales=empty,Expenses=4,Other Income=HTTP429,Net Profit=4"
GMRAIRPORT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GABRIEL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
GALLANTT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
GRSE,"ok:standalone:headline=12:cols=12;schedules=Sales=HTTP429,Expenses=4,Other Income=HTTP429,Net Profit=5"
GICRE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
GILLETTE,no_data_on_either_url
GLAND,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
GLAXO,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
GLENMARK,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
MEDANTA,no_data_on_either_url
GODIGIT,"ok:standalone:headline=12:cols=6;schedules=Sales=HTTP429,Expenses=3,Other Income=2,Net Profit=HTTP429"
GPIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GODFRYPHLP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
GODREJCP,no_data_on_either_url
GODREJIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GODREJPROP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
GRANULES,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
GRAPHITE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
GRASIM,no_data_on_either_url
GRAVITA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GESHIP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
FLUOROCHEM,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
GMDCLTD,no_data_on_either_url
HEG,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
HBLENGINE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
HCLTECH,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HDBFS,"ok:standalone:headline=12:cols=6;schedules=Expenses=3,Other Income=HTTP429,Net Profit=5"
HDFCAMC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
HDFCBANK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
HDFCLIFE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
HAVELLS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HEROMOTOCO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
HEXT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
HFCL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
HSCL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
HINDALCO,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HAL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
HINDCOPPER,no_data_on_either_url
HINDPETRO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
HINDUNILVR,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HINDZINC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
POWERINDIA,no_data_on_either_url
HOMEFIRST,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=1,Net Profit=4"
HONASA,no_data_on_either_url
HONAUT,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
HUDCO,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
HYUNDAI,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
IRCTC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
IRFC,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
ICICIAMC,"ok:consolidated:headline=12:cols=2;schedules=Sales=1,Expenses=2,Other Income=HTTP429,Net Profit=4"
ICICIBANK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
ICICIGI,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
ICICIPRULI,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
IDBI,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
IDFCFIRSTB,"ok:consolidated:headline=12:cols=10;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
IFCI,"ok:consolidated:headline=12:cols=12;schedules=Expenses=4,Other Income=2,Net Profit=HTTP429"
IIFL,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
IRB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
IRCON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
ITCHOTELS,no_data_on_either_url
ITC,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ITI,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
INDGN,no_data_on_either_url
INDIACEM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
INDIAMART,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
INDIANB,no_data_on_either_url
IEX,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
INDHOTEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
IOC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
IOB,no_data_on_either_url
IREDA,"ok:consolidated:headline=12:cols=8;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
IGL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
INDUSTOWER,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
INDUSINDBK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
NAUKRI,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
INFY,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
INOXWIND,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
INTELLECT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=5"
INDIGO,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
IGIL,no_data_on_either_url
IKS,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
IPCALAB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
JBCHEPHARM,no_data_on_either_url
JKCEMENT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
JBMA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
JKTYRE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
JMFINANCIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
JPPOWER,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
