nse_symbol,year,line_item,parent_line_item,value
BLUEJET,Mar 2025,Profit for EPS,Net Profit,305.0
BLUEJET,Mar 2026,Profit for EPS,Net Profit,248.0
BLUEJET,Mar 2020,Profit Growth %,Net Profit,
BLUEJET,Mar 2021,Profit Growth %,Net Profit,-3.0
BLUEJET,Mar 2022,Profit Growth %,Net Profit,30.0
BLUEJET,Mar 2023,Profit Growth %,Net Profit,-12.0
BLUEJET,Mar 2024,Profit Growth %,Net Profit,7.0
BLUEJET,Mar 2025,Profit Growth %,Net Profit,75.0
BLUEJET,Mar 2026,Profit Growth %,Net Profit,-17.0
BBTC,Mar 2015,Sales,,8197.0
BBTC,Mar 2016,Sales,,8762.0
BBTC,Mar 2017,Sales,,9434.0
BBTC,Mar 2018,Sales,,10238.0
BBTC,Mar 2019,Sales,,11423.0
BBTC,Mar 2020,Sales,,11889.0
BBTC,Mar 2021,Sales,,13396.0
BBTC,Mar 2022,Sales,,14507.0
BBTC,Mar 2023,Sales,,16623.0
BBTC,Mar 2024,Sales,,17109.0
BBTC,Mar 2025,Sales,,18298.0
BBTC,Mar 2026,Sales,,19539.0
BBTC,Mar 2015,Expenses,,7335.0
BBTC,Mar 2016,Expenses,,7558.0
BBTC,Mar 2017,Expenses,,8164.0
BBTC,Mar 2018,Expenses,,8919.0
BBTC,Mar 2019,Expenses,,9741.0
BBTC,Mar 2020,Expenses,,10138.0
BBTC,Mar 2021,Expenses,,11247.0
BBTC,Mar 2022,Expenses,,12912.0
BBTC,Mar 2023,Expenses,,14897.0
BBTC,Mar 2024,Expenses,,14242.0
BBTC,Mar 2025,Expenses,,15162.0
BBTC,Mar 2026,Expenses,,16107.0
BBTC,Mar 2015,Operating Profit,,861.0
BBTC,Mar 2016,Operating Profit,,1204.0
BBTC,Mar 2017,Operating Profit,,1270.0
BBTC,Mar 2018,Operating Profit,,1319.0
BBTC,Mar 2019,Operating Profit,,1683.0
BBTC,Mar 2020,Operating Profit,,1751.0
BBTC,Mar 2021,Operating Profit,,2150.0
BBTC,Mar 2022,Operating Profit,,1595.0
BBTC,Mar 2023,Operating Profit,,1726.0
BBTC,Mar 2024,Operating Profit,,2867.0
BBTC,Mar 2025,Operating Profit,,3136.0
BBTC,Mar 2026,Operating Profit,,3432.0
BBTC,Mar 2015,OPM %,,11.0
BBTC,Mar 2016,OPM %,,14.0
BBTC,Mar 2017,OPM %,,13.0
BBTC,Mar 2018,OPM %,,13.0
BBTC,Mar 2019,OPM %,,15.0
BBTC,Mar 2020,OPM %,,15.0
BBTC,Mar 2021,OPM %,,16.0
BBTC,Mar 2022,OPM %,,11.0
BBTC,Mar 2023,OPM %,,10.0
BBTC,Mar 2024,OPM %,,17.0
BBTC,Mar 2025,OPM %,,17.0
BBTC,Mar 2026,OPM %,,18.0
BBTC,Mar 2015,Other Income,,295.0
BBTC,Mar 2016,Other Income,,161.0
BBTC,Mar 2017,Other Income,,186.0
BBTC,Mar 2018,Other Income,,201.0
BBTC,Mar 2019,Other Income,,391.0
BBTC,Mar 2020,Other Income,,440.0
BBTC,Mar 2021,Other Income,,338.0
BBTC,Mar 2022,Other Income,,384.0
BBTC,Mar 2023,Other Income,,-781.0
BBTC,Mar 2024,Other Income,,290.0
BBTC,Mar 2025,Other Income,,406.0
BBTC,Mar 2026,Other Income,,409.0
BBTC,Mar 2015,Interest,,41.0
BBTC,Mar 2016,Interest,,44.0
BBTC,Mar 2017,Interest,,43.0
BBTC,Mar 2018,Interest,,55.0
BBTC,Mar 2019,Interest,,60.0
BBTC,Mar 2020,Interest,,124.0
BBTC,Mar 2021,Interest,,151.0
BBTC,Mar 2022,Interest,,252.0
BBTC,Mar 2023,Interest,,425.0
BBTC,Mar 2024,Interest,,364.0
BBTC,Mar 2025,Interest,,159.0
BBTC,Mar 2026,Interest,,138.0
BBTC,Mar 2015,Depreciation,,155.0
BBTC,Mar 2016,Depreciation,,126.0
BBTC,Mar 2017,Depreciation,,131.0
BBTC,Mar 2018,Depreciation,,153.0
BBTC,Mar 2019,Depreciation,,172.0
BBTC,Mar 2020,Depreciation,,200.0
BBTC,Mar 2021,Depreciation,,213.0
BBTC,Mar 2022,Depreciation,,213.0
BBTC,Mar 2023,Depreciation,,239.0
BBTC,Mar 2024,Depreciation,,313.0
BBTC,Mar 2025,Depreciation,,326.0
BBTC,Mar 2026,Depreciation,,352.0
BBTC,Mar 2015,Profit before tax,,961.0
BBTC,Mar 2016,Profit before tax,,1195.0
BBTC,Mar 2017,Profit before tax,,1282.0
BBTC,Mar 2018,Profit before tax,,1312.0
BBTC,Mar 2019,Profit before tax,,1841.0
BBTC,Mar 2020,Profit before tax,,1868.0
BBTC,Mar 2021,Profit before tax,,2124.0
BBTC,Mar 2022,Profit before tax,,1514.0
BBTC,Mar 2023,Profit before tax,,281.0
BBTC,Mar 2024,Profit before tax,,2479.0
BBTC,Mar 2025,Profit before tax,,3057.0
BBTC,Mar 2026,Profit before tax,,3351.0
BBTC,Mar 2015,Tax %,,28.0
BBTC,Mar 2016,Tax %,,34.0
BBTC,Mar 2017,Tax %,,33.0
BBTC,Mar 2018,Tax %,,41.0
BBTC,Mar 2019,Tax %,,35.0
BBTC,Mar 2020,Tax %,,31.0
BBTC,Mar 2021,Tax %,,40.0
BBTC,Mar 2022,Tax %,,47.0
BBTC,Mar 2023,Tax %,,290.0
BBTC,Mar 2024,Tax %,,32.0
BBTC,Mar 2025,Tax %,,28.0
BBTC,Mar 2026,Tax %,,25.0
BBTC,Mar 2015,Net Profit,,696.0
BBTC,Mar 2016,Net Profit,,792.0
BBTC,Mar 2017,Net Profit,,858.0
BBTC,Mar 2018,Net Profit,,773.0
BBTC,Mar 2019,Net Profit,,1189.0
BBTC,Mar 2020,Net Profit,,1280.0
BBTC,Mar 2021,Net Profit,,1278.0
BBTC,Mar 2022,Net Profit,,809.0
BBTC,Mar 2023,Net Profit,,-534.0
BBTC,Mar 2024,Net Profit,,1689.0
BBTC,Mar 2025,Net Profit,,2199.0
BBTC,Mar 2026,Net Profit,,2499.0
BBTC,Mar 2015,EPS in Rs,,51.15
BBTC,Mar 2016,EPS in Rs,,55.36
BBTC,Mar 2017,EPS in Rs,,60.45
BBTC,Mar 2018,EPS in Rs,,39.76
BBTC,Mar 2019,EPS in Rs,,89.0
BBTC,Mar 2020,EPS in Rs,,85.75
BBTC,Mar 2021,EPS in Rs,,52.96
BBTC,Mar 2022,EPS in Rs,,9.09
BBTC,Mar 2023,EPS in Rs,,-240.22
BBTC,Mar 2024,EPS in Rs,,91.24
BBTC,Mar 2025,EPS in Rs,,160.9
BBTC,Mar 2026,EPS in Rs,,178.1
BBTC,Mar 2015,Dividend Payout %,,2.0
BBTC,Mar 2016,Dividend Payout %,,2.0
BBTC,Mar 2017,Dividend Payout %,,2.0
BBTC,Mar 2018,Dividend Payout %,,3.0
BBTC,Mar 2019,Dividend Payout %,,1.0
BBTC,Mar 2020,Dividend Payout %,,1.0
BBTC,Mar 2021,Dividend Payout %,,2.0
BBTC,Mar 2022,Dividend Payout %,,13.0
BBTC,Mar 2023,Dividend Payout %,,-0.0
BBTC,Mar 2024,Dividend Payout %,,1.0
BBTC,Mar 2025,Dividend Payout %,,11.0
BBTC,Mar 2026,Dividend Payout %,,0.0
BBTC,Mar 2015,Sales Growth %,Sales,12.73
BBTC,Mar 2016,Sales Growth %,Sales,6.89
BBTC,Mar 2017,Sales Growth %,Sales,7.67
BBTC,Mar 2018,Sales Growth %,Sales,8.52
BBTC,Mar 2019,Sales Growth %,Sales,11.58
BBTC,Mar 2020,Sales Growth %,Sales,4.08
BBTC,Mar 2021,Sales Growth %,Sales,12.67
BBTC,Mar 2022,Sales Growth %,Sales,8.29
BBTC,Mar 2023,Sales Growth %,Sales,14.58
BBTC,Mar 2024,Sales Growth %,Sales,2.92
BBTC,Mar 2025,Sales Growth %,Sales,6.95
BBTC,Mar 2026,Sales Growth %,Sales,6.78
BBTC,Mar 2015,Material Cost %,Expenses,59.0
BBTC,Mar 2016,Material Cost %,Expenses,59.0
BBTC,Mar 2017,Material Cost %,Expenses,61.0
BBTC,Mar 2018,Material Cost %,Expenses,61.0
BBTC,Mar 2019,Material Cost %,Expenses,59.0
BBTC,Mar 2020,Material Cost %,Expenses,59.0
BBTC,Mar 2021,Material Cost %,Expenses,58.0
BBTC,Mar 2022,Material Cost %,Expenses,61.0
BBTC,Mar 2023,Material Cost %,Expenses,59.0
BBTC,Mar 2024,Material Cost %,Expenses,56.0
BBTC,Mar 2025,Material Cost %,Expenses,59.0
BBTC,Mar 2026,Material Cost %,Expenses,58.0
BBTC,Mar 2015,Manufacturing Cost %,Expenses,9.0
BBTC,Mar 2016,Manufacturing Cost %,Expenses,8.0
BBTC,Mar 2017,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2018,Manufacturing Cost %,Expenses,6.0
BBTC,Mar 2019,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2020,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2021,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2022,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2023,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2024,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2025,Manufacturing Cost %,Expenses,7.0
BBTC,Mar 2026,Manufacturing Cost %,Expenses,0.0
BBTC,Mar 2015,Employee Cost %,Expenses,5.0
BBTC,Mar 2016,Employee Cost %,Expenses,5.0
BBTC,Mar 2017,Employee Cost %,Expenses,5.0
BBTC,Mar 2018,Employee Cost %,Expenses,5.0
BBTC,Mar 2019,Employee Cost %,Expenses,5.0
BBTC,Mar 2020,Employee Cost %,Expenses,5.0
BBTC,Mar 2021,Employee Cost %,Expenses,5.0
BBTC,Mar 2022,Employee Cost %,Expenses,4.0
BBTC,Mar 2023,Employee Cost %,Expenses,5.0
BBTC,Mar 2024,Employee Cost %,Expenses,5.0
BBTC,Mar 2025,Employee Cost %,Expenses,4.0
BBTC,Mar 2026,Employee Cost %,Expenses,5.0
BBTC,Mar 2015,Other Cost %,Expenses,17.0
BBTC,Mar 2016,Other Cost %,Expenses,15.0
BBTC,Mar 2017,Other Cost %,Expenses,14.0
BBTC,Mar 2018,Other Cost %,Expenses,15.0
BBTC,Mar 2019,Other Cost %,Expenses,14.0
BBTC,Mar 2020,Other Cost %,Expenses,14.0
BBTC,Mar 2021,Other Cost %,Expenses,15.0
BBTC,Mar 2022,Other Cost %,Expenses,16.0
BBTC,Mar 2023,Other Cost %,Expenses,19.0
BBTC,Mar 2024,Other Cost %,Expenses,15.0
BBTC,Mar 2025,Other Cost %,Expenses,12.0
BBTC,Mar 2026,Other Cost %,Expenses,20.0
BBTC,Mar 2015,Profit from Associates,Net Profit,0.0
BBTC,Mar 2016,Profit from Associates,Net Profit,0.0
BBTC,Mar 2017,Profit from Associates,Net Profit,0.0
BBTC,Mar 2018,Profit from Associates,Net Profit,0.0
BBTC,Mar 2019,Profit from Associates,Net Profit,0.0
BBTC,Mar 2020,Profit from Associates,Net Profit,0.0
BBTC,Mar 2021,Profit from Associates,Net Profit,0.0
BBTC,Mar 2022,Profit from Associates,Net Profit,0.0
BBTC,Mar 2023,Profit from Associates,Net Profit,0.0
BBTC,Mar 2024,Profit from Associates,Net Profit,0.0
BBTC,Mar 2025,Profit from Associates,Net Profit,0.0
BBTC,Mar 2026,Profit from Associates,Net Profit,0.0
BBTC,Mar 2015,Minority share,Net Profit,-339.0
BBTC,Mar 2016,Minority share,Net Profit,-406.0
BBTC,Mar 2017,Minority share,Net Profit,-437.0
BBTC,Mar 2018,Minority share,Net Profit,-495.0
BBTC,Mar 2019,Minority share,Net Profit,-569.0
BBTC,Mar 2020,Minority share,Net Profit,-682.0
BBTC,Mar 2021,Minority share,Net Profit,-908.0
BBTC,Mar 2022,Minority share,Net Profit,-745.0
BBTC,Mar 2023,Minority share,Net Profit,-1142.0
BBTC,Mar 2024,Minority share,Net Profit,-1053.0
BBTC,Mar 2025,Minority share,Net Profit,-1077.0
BBTC,Mar 2026,Minority share,Net Profit,-1257.0
BBTC,Mar 2015,Exceptional items AT,Net Profit,130.0
BBTC,Mar 2016,Exceptional items AT,Net Profit,1.0
BBTC,Mar 2017,Exceptional items AT,Net Profit,2.0
BBTC,Mar 2018,Exceptional items AT,Net Profit,8.0
BBTC,Mar 2019,Exceptional items AT,Net Profit,2.0
BBTC,Mar 2020,Exceptional items AT,Net Profit,2.0
BBTC,Mar 2021,Exceptional items AT,Net Profit,1.0
BBTC,Mar 2022,Exceptional items AT,Net Profit,5.0
BBTC,Mar 2023,Exceptional items AT,Net Profit,2806.0
BBTC,Mar 2024,Exceptional items AT,Net Profit,-67.0
BBTC,Mar 2025,Exceptional items AT,Net Profit,-6.0
BBTC,Mar 2026,Exceptional items AT,Net Profit,70.0
BBTC,Mar 2015,Profit excl Excep,Net Profit,566.0
BBTC,Mar 2016,Profit excl Excep,Net Profit,791.0
BBTC,Mar 2017,Profit excl Excep,Net Profit,856.0
BBTC,Mar 2018,Profit excl Excep,Net Profit,764.0
BBTC,Mar 2019,Profit excl Excep,Net Profit,1188.0
BBTC,Mar 2020,Profit excl Excep,Net Profit,1279.0
BBTC,Mar 2021,Profit excl Excep,Net Profit,1276.0
BBTC,Mar 2022,Profit excl Excep,Net Profit,803.0
BBTC,Mar 2023,Profit excl Excep,Net Profit,-3340.0
BBTC,Mar 2024,Profit excl Excep,Net Profit,1756.0
BBTC,Mar 2025,Profit excl Excep,Net Profit,2205.0
BBTC,Mar 2026,Profit excl Excep,Net Profit,2429.0
BBTC,Mar 2015,Profit for PE,Net Profit,290.0
BBTC,Mar 2016,Profit for PE,Net Profit,386.0
BBTC,Mar 2017,Profit for PE,Net Profit,421.0
BBTC,Mar 2018,Profit for PE,Net Profit,274.0
BBTC,Mar 2019,Profit for PE,Net Profit,620.0
BBTC,Mar 2020,Profit for PE,Net Profit,598.0
BBTC,Mar 2021,Profit for PE,Net Profit,369.0
BBTC,Mar 2022,Profit for PE,Net Profit,63.0
BBTC,Mar 2023,Profit for PE,Net Profit,-4482.0
BBTC,Mar 2024,Profit for PE,Net Profit,662.0
BBTC,Mar 2025,Profit for PE,Net Profit,1126.0
BBTC,Mar 2026,Profit for PE,Net Profit,1208.0
BBTC,Mar 2015,Profit for EPS,Net Profit,357.0
BBTC,Mar 2016,Profit for EPS,Net Profit,386.0
BBTC,Mar 2017,Profit for EPS,Net Profit,422.0
BBTC,Mar 2018,Profit for EPS,Net Profit,277.0
BBTC,Mar 2019,Profit for EPS,Net Profit,621.0
BBTC,Mar 2020,Profit for EPS,Net Profit,598.0
BBTC,Mar 2021,Profit for EPS,Net Profit,370.0
BBTC,Mar 2022,Profit for EPS,Net Profit,63.0
BBTC,Mar 2023,Profit for EPS,Net Profit,-1676.0
BBTC,Mar 2024,Profit for EPS,Net Profit,637.0
BBTC,Mar 2025,Profit for EPS,Net Profit,1123.0
BBTC,Mar 2026,Profit for EPS,Net Profit,1243.0
BBTC,Mar 2015,Profit Growth %,Net Profit,45.0
BBTC,Mar 2016,Profit Growth %,Net Profit,33.0
BBTC,Mar 2017,Profit Growth %,Net Profit,9.0
BBTC,Mar 2018,Profit Growth %,Net Profit,-35.0
BBTC,Mar 2019,Profit Growth %,Net Profit,126.0
BBTC,Mar 2020,Profit Growth %,Net Profit,-4.0
BBTC,Mar 2021,Profit Growth %,Net Profit,-38.0
BBTC,Mar 2022,Profit Growth %,Net Profit,-83.0
BBTC,Mar 2023,Profit Growth %,Net Profit,-7216.0
BBTC,Mar 2024,Profit Growth %,Net Profit,115.0
BBTC,Mar 2025,Profit Growth %,Net Profit,70.0
BBTC,Mar 2026,Profit Growth %,Net Profit,7.0
BOSCHLTD,Mar 2016,Sales,,9701.0
BOSCHLTD,Mar 2017,Sales,,10435.0
BOSCHLTD,Mar 2018,Sales,,11690.0
BOSCHLTD,Mar 2019,Sales,,12085.0
BOSCHLTD,Mar 2020,Sales,,9842.0
BOSCHLTD,Mar 2021,Sales,,9716.0
BOSCHLTD,Mar 2022,Sales,,11782.0
BOSCHLTD,Mar 2023,Sales,,14929.0
BOSCHLTD,Mar 2024,Sales,,16727.0
BOSCHLTD,Mar 2025,Sales,,18087.0
BOSCHLTD,Mar 2026,Sales,,20035.0
BOSCHLTD,Mar 2016,Expenses,,7823.0
BOSCHLTD,Mar 2017,Expenses,,8473.0
BOSCHLTD,Mar 2018,Expenses,,9597.0
BOSCHLTD,Mar 2019,Expenses,,9931.0
BOSCHLTD,Mar 2020,Expenses,,8358.0
BOSCHLTD,Mar 2021,Expenses,,8555.0
BOSCHLTD,Mar 2022,Expenses,,10325.0
BOSCHLTD,Mar 2023,Expenses,,13120.0
BOSCHLTD,Mar 2024,Expenses,,14632.0
BOSCHLTD,Mar 2025,Expenses,,15778.0
BOSCHLTD,Mar 2026,Expenses,,17384.0
BOSCHLTD,Mar 2016,Operating Profit,,1878.0
BOSCHLTD,Mar 2017,Operating Profit,,1963.0
BOSCHLTD,Mar 2018,Operating Profit,,2093.0
BOSCHLTD,Mar 2019,Operating Profit,,2154.0
BOSCHLTD,Mar 2020,Operating Profit,,1483.0
BOSCHLTD,Mar 2021,Operating Profit,,1162.0
BOSCHLTD,Mar 2022,Operating Profit,,1457.0
BOSCHLTD,Mar 2023,Operating Profit,,1810.0
BOSCHLTD,Mar 2024,Operating Profit,,2095.0
BOSCHLTD,Mar 2025,Operating Profit,,2310.0
BOSCHLTD,Mar 2026,Operating Profit,,2650.0
BOSCHLTD,Mar 2016,OPM %,,19.0
BOSCHLTD,Mar 2017,OPM %,,19.0
BOSCHLTD,Mar 2018,OPM %,,18.0
BOSCHLTD,Mar 2019,OPM %,,18.0
BOSCHLTD,Mar 2020,OPM %,,15.0
BOSCHLTD,Mar 2021,OPM %,,12.0
BOSCHLTD,Mar 2022,OPM %,,12.0
BOSCHLTD,Mar 2023,OPM %,,12.0
BOSCHLTD,Mar 2024,OPM %,,13.0
BOSCHLTD,Mar 2025,OPM %,,13.0
BOSCHLTD,Mar 2026,OPM %,,13.0
BOSCHLTD,Mar 2016,Other Income,,623.0
BOSCHLTD,Mar 2017,Other Income,,912.0
BOSCHLTD,Mar 2018,Other Income,,418.0
BOSCHLTD,Mar 2019,Other Income,,600.0
BOSCHLTD,Mar 2020,Other Income,,-105.0
BOSCHLTD,Mar 2021,Other Income,,-241.0
BOSCHLTD,Mar 2022,Other Income,,396.0
BOSCHLTD,Mar 2023,Other Income,,470.0
BOSCHLTD,Mar 2024,Other Income,,1566.0
BOSCHLTD,Mar 2025,Other Income,,815.0
BOSCHLTD,Mar 2026,Other Income,,1410.0
BOSCHLTD,Mar 2016,Interest,,13.0
BOSCHLTD,Mar 2017,Interest,,27.0
BOSCHLTD,Mar 2018,Interest,,3.0
BOSCHLTD,Mar 2019,Interest,,13.0
BOSCHLTD,Mar 2020,Interest,,10.0
BOSCHLTD,Mar 2021,Interest,,14.0
BOSCHLTD,Mar 2022,Interest,,29.0
BOSCHLTD,Mar 2023,Interest,,12.0
BOSCHLTD,Mar 2024,Interest,,51.0
BOSCHLTD,Mar 2025,Interest,,17.0
BOSCHLTD,Mar 2026,Interest,,27.0
BOSCHLTD,Mar 2016,Depreciation,,386.0
BOSCHLTD,Mar 2017,Depreciation,,456.0
BOSCHLTD,Mar 2018,Depreciation,,467.0
BOSCHLTD,Mar 2019,Depreciation,,402.0
BOSCHLTD,Mar 2020,Depreciation,,383.0
BOSCHLTD,Mar 2021,Depreciation,,341.0
BOSCHLTD,Mar 2022,Depreciation,,324.0
BOSCHLTD,Mar 2023,Depreciation,,386.0
BOSCHLTD,Mar 2024,Depreciation,,430.0
BOSCHLTD,Mar 2025,Depreciation,,376.0
BOSCHLTD,Mar 2026,Depreciation,,392.0
BOSCHLTD,Mar 2016,Profit before tax,,2102.0
BOSCHLTD,Mar 2017,Profit before tax,,2391.0
BOSCHLTD,Mar 2018,Profit before tax,,2041.0
BOSCHLTD,Mar 2019,Profit before tax,,2339.0
BOSCHLTD,Mar 2020,Profit before tax,,985.0
BOSCHLTD,Mar 2021,Profit before tax,,565.0
BOSCHLTD,Mar 2022,Profit before tax,,1500.0
BOSCHLTD,Mar 2023,Profit before tax,,1882.0
BOSCHLTD,Mar 2024,Profit before tax,,3181.0
BOSCHLTD,Mar 2025,Profit before tax,,2732.0
BOSCHLTD,Mar 2026,Profit before tax,,3642.0
BOSCHLTD,Mar 2016,Tax %,,27.0
BOSCHLTD,Mar 2017,Tax %,,27.0
BOSCHLTD,Mar 2018,Tax %,,33.0
BOSCHLTD,Mar 2019,Tax %,,32.0
BOSCHLTD,Mar 2020,Tax %,,34.0
BOSCHLTD,Mar 2021,Tax %,,15.0
BOSCHLTD,Mar 2022,Tax %,,19.0
BOSCHLTD,Mar 2023,Tax %,,24.0
BOSCHLTD,Mar 2024,Tax %,,22.0
BOSCHLTD,Mar 2025,Tax %,,26.0
BOSCHLTD,Mar 2026,Tax %,,24.0
BOSCHLTD,Mar 2016,Net Profit,,1534.0
BOSCHLTD,Mar 2017,Net Profit,,1740.0
BOSCHLTD,Mar 2018,Net Profit,,1371.0
BOSCHLTD,Mar 2019,Net Profit,,1598.0
BOSCHLTD,Mar 2020,Net Profit,,650.0
BOSCHLTD,Mar 2021,Net Profit,,482.0
BOSCHLTD,Mar 2022,Net Profit,,1218.0
BOSCHLTD,Mar 2023,Net Profit,,1426.0
BOSCHLTD,Mar 2024,Net Profit,,2491.0
BOSCHLTD,Mar 2025,Net Profit,,2015.0
BOSCHLTD,Mar 2026,Net Profit,,2773.0
BOSCHLTD,Mar 2016,EPS in Rs,,488.42
BOSCHLTD,Mar 2017,EPS in Rs,,570.17
BOSCHLTD,Mar 2018,EPS in Rs,,449.24
BOSCHLTD,Mar 2019,EPS in Rs,,541.91
BOSCHLTD,Mar 2020,EPS in Rs,,220.22
BOSCHLTD,Mar 2021,EPS in Rs,,163.43
BOSCHLTD,Mar 2022,EPS in Rs,,413.07
BOSCHLTD,Mar 2023,EPS in Rs,,483.33
BOSCHLTD,Mar 2024,EPS in Rs,,844.69
BOSCHLTD,Mar 2025,EPS in Rs,,683.27
BOSCHLTD,Mar 2026,EPS in Rs,,940.27
BOSCHLTD,Mar 2016,Dividend Payout %,,17.0
BOSCHLTD,Mar 2017,Dividend Payout %,,29.0
BOSCHLTD,Mar 2018,Dividend Payout %,,22.0
BOSCHLTD,Mar 2019,Dividend Payout %,,19.0
BOSCHLTD,Mar 2020,Dividend Payout %,,48.0
BOSCHLTD,Mar 2021,Dividend Payout %,,70.0
BOSCHLTD,Mar 2022,Dividend Payout %,,51.0
BOSCHLTD,Mar 2023,Dividend Payout %,,99.0
BOSCHLTD,Mar 2024,Dividend Payout %,,44.0
BOSCHLTD,Mar 2025,Dividend Payout %,,75.0
BOSCHLTD,Mar 2026,Dividend Payout %,,29.0
BOSCHLTD,Mar 2016,Sales Growth %,Sales,
BOSCHLTD,Mar 2017,Sales Growth %,Sales,7.56
BOSCHLTD,Mar 2018,Sales Growth %,Sales,12.03
BOSCHLTD,Mar 2019,Sales Growth %,Sales,3.38
BOSCHLTD,Mar 2020,Sales Growth %,Sales,-18.56
BOSCHLTD,Mar 2021,Sales Growth %,Sales,-1.27
BOSCHLTD,Mar 2022,Sales Growth %,Sales,21.26
BOSCHLTD,Mar 2023,Sales Growth %,Sales,26.72
BOSCHLTD,Mar 2024,Sales Growth %,Sales,12.04
BOSCHLTD,Mar 2025,Sales Growth %,Sales,8.13
BOSCHLTD,Mar 2026,Sales Growth %,Sales,10.77
BOSCHLTD,Mar 2016,Exceptional items,Other Income,247.0
BOSCHLTD,Mar 2017,Exceptional items,Other Income,-2.0
BOSCHLTD,Mar 2018,Exceptional items,Other Income,-91.0
BOSCHLTD,Mar 2019,Exceptional items,Other Income,1.0
BOSCHLTD,Mar 2020,Exceptional items,Other Income,-645.0
BOSCHLTD,Mar 2021,Exceptional items,Other Income,-745.0
BOSCHLTD,Mar 2022,Exceptional items,Other Income,3.0
BOSCHLTD,Mar 2023,Exceptional items,Other Income,-3.0
BOSCHLTD,Mar 2024,Exceptional items,Other Income,844.0
BOSCHLTD,Mar 2025,Exceptional items,Other Income,1.0
BOSCHLTD,Mar 2026,Exceptional items,Other Income,556.0
BOSCHLTD,Mar 2016,Other income normal,Other Income,376.0
BOSCHLTD,Mar 2017,Other income normal,Other Income,914.0
BOSCHLTD,Mar 2018,Other income normal,Other Income,509.0
BOSCHLTD,Mar 2019,Other income normal,Other Income,599.0
BOSCHLTD,Mar 2020,Other income normal,Other Income,540.0
BOSCHLTD,Mar 2021,Other income normal,Other Income,504.0
BOSCHLTD,Mar 2022,Other income normal,Other Income,393.0
BOSCHLTD,Mar 2023,Other income normal,Other Income,473.0
BOSCHLTD,Mar 2024,Other income normal,Other Income,722.0
BOSCHLTD,Mar 2025,Other income normal,Other Income,814.0
BOSCHLTD,Mar 2026,Other income normal,Other Income,854.0
BOSCHLTD,Mar 2016,Profit from Associates,Net Profit,2.0
BOSCHLTD,Mar 2017,Profit from Associates,Net Profit,-1.0
BOSCHLTD,Mar 2018,Profit from Associates,Net Profit,0.0
BOSCHLTD,Mar 2019,Profit from Associates,Net Profit,0.0
BOSCHLTD,Mar 2020,Profit from Associates,Net Profit,-0.0
BOSCHLTD,Mar 2021,Profit from Associates,Net Profit,1.0
BOSCHLTD,Mar 2022,Profit from Associates,Net Profit,1.0
BOSCHLTD,Mar 2023,Profit from Associates,Net Profit,1.0
BOSCHLTD,Mar 2024,Profit from Associates,Net Profit,1.0
BOSCHLTD,Mar 2025,Profit from Associates,Net Profit,2.0
BOSCHLTD,Mar 2026,Profit from Associates,Net Profit,3.0
BOSCHLTD,Mar 2016,Exceptional items AT,Net Profit,169.0
BOSCHLTD,Mar 2017,Exceptional items AT,Net Profit,-2.0
BOSCHLTD,Mar 2018,Exceptional items AT,Net Profit,-59.0
BOSCHLTD,Mar 2019,Exceptional items AT,Net Profit,1.0
BOSCHLTD,Mar 2020,Exceptional items AT,Net Profit,-454.0
BOSCHLTD,Mar 2021,Exceptional items AT,Net Profit,-491.0
BOSCHLTD,Mar 2022,Exceptional items AT,Net Profit,2.0
BOSCHLTD,Mar 2023,Exceptional items AT,Net Profit,-2.0
BOSCHLTD,Mar 2024,Exceptional items AT,Net Profit,648.0
BOSCHLTD,Mar 2025,Exceptional items AT,Net Profit,1.0
BOSCHLTD,Mar 2026,Exceptional items AT,Net Profit,423.0
BOSCHLTD,Mar 2016,Profit excl Excep,Net Profit,1364.0
BOSCHLTD,Mar 2017,Profit excl Excep,Net Profit,1742.0
BOSCHLTD,Mar 2018,Profit excl Excep,Net Profit,1431.0
BOSCHLTD,Mar 2019,Profit excl Excep,Net Profit,1598.0
BOSCHLTD,Mar 2020,Profit excl Excep,Net Profit,1104.0
BOSCHLTD,Mar 2021,Profit excl Excep,Net Profit,973.0
BOSCHLTD,Mar 2022,Profit excl Excep,Net Profit,1216.0
BOSCHLTD,Mar 2023,Profit excl Excep,Net Profit,1428.0
BOSCHLTD,Mar 2024,Profit excl Excep,Net Profit,1844.0
BOSCHLTD,Mar 2025,Profit excl Excep,Net Profit,2014.0
BOSCHLTD,Mar 2026,Profit excl Excep,Net Profit,2350.0
BOSCHLTD,Mar 2016,Profit for PE,Net Profit,1364.0
BOSCHLTD,Mar 2017,Profit for PE,Net Profit,1742.0
BOSCHLTD,Mar 2018,Profit for PE,Net Profit,1431.0
BOSCHLTD,Mar 2019,Profit for PE,Net Profit,1598.0
BOSCHLTD,Mar 2020,Profit for PE,Net Profit,1104.0
BOSCHLTD,Mar 2021,Profit for PE,Net Profit,973.0
BOSCHLTD,Mar 2022,Profit for PE,Net Profit,1216.0
